system:index,Characteristic Name,Latitude,Longitude,NIR,Result Unit,Result Value,SWIR1,SWIR2,SurfTempK,blue,coicidence_tolerance,collection_time,green,pixel_merging,red,﻿Activity Start Date,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000004_0,"Chlorophyll a, uncorrected for pheophytin",40.26855466240476,-111.83715368515021,0.06796000000000002,ug/l,50.8,0.011227500000000001,0.01086999999999999,296.5559234,0.1303025,2,616118400000,0.1866775,true,0.15915,07-11-1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.83715368515021,40.26855466240476]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000005_0,"Chlorophyll a, uncorrected for pheophytin",40.321106106525754,-111.76762408215936,0.08842,ug/l,147.6,0.0172775,0.013647500000000007,299.06133206,0.08432250000000002,2,616118400000,0.140395,true,0.10766999999999999,07-11-1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.76762408215936,40.321106106525754]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000002_0,"Chlorophyll a, uncorrected for pheophytin",40.169919644208434,-111.87191848664564,0.06820749999999998,ug/l,66.7,0.018680000000000002,0.0143625,295.56811561999996,0.127305,2,616118400000,0.187475,true,0.146995,07-11-1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.87191848664564,40.169919644208434]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000003_0,"Chlorophyll a, uncorrected for pheophytin",40.23702379593217,-111.76439014713654,0.049287499999999984,ug/l,31.8,0.0066900000000000015,0.0064700000000000035,297.22927333999996,0.1046725,2,616118400000,0.15747250000000002,true,0.1268375,07-11-1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.76439014713654,40.23702379593217]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000006_0,"Chlorophyll a, uncorrected for pheophytin",40.08502884985914,-111.88404574298126,0.08281,ug/l,36.9,0.009220000000000006,0.010154999999999997,297.75906643999997,0.10340749999999999,2,616118400000,0.15639999999999998,true,0.127855,07-11-1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.88404574298126,40.08502884985914]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000_0,"Chlorophyll a, uncorrected for pheophytin",40.18851477058971,-111.73124231315252,0.0802525,ug/l,47.6,0.018927499999999986,0.017689999999999984,296.10474476,0.11201499999999998,2,616118400000,0.15994750000000002,true,0.1483425,07-11-1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.73124231315252,40.18851477058971]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000001_0,"Chlorophyll a, uncorrected for pheophytin",40.26855466240476,-111.82987733134885,0.0652375,ug/l,82.5,0.010622500000000007,0.0074325000000000085,297.24978146,0.1250775,2,616118400000,0.18238749999999998,true,0.14925,07-11-1989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.82987733134885,40.26855466240476]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007b3_0,"Chlorophyll a, corrected for pheophytin",40.34212668417415,-111.80077191614338,0.048242499999999994,ug/l,25.8,0.019229999999999997,0.017057500000000003,292.07148115999996,0.10943000000000003,2,1618185600000,0.16806,true,0.1428975,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.80077191614338,40.34212668417415]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007b4_0,"Chlorophyll a, uncorrected for pheophytin",40.34212668417415,-111.80077191614338,0.048242499999999994,ug/l,34.0,0.019229999999999997,0.017057500000000003,292.07148115999996,0.10943000000000003,2,1618185600000,0.16806,true,0.1428975,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.80077191614338,40.34212668417415]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007c1_0,"Chlorophyll a, corrected for pheophytin",40.18932325434542,-111.69971144667993,0.0033350000000000046,ug/l,64.5,6.249999999999312E-5,0.0014099999999999946,285.07821223999997,0.01551749999999999,2,1618185600000,0.06416499999999997,true,0.04367750000000001,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.69971144667993,40.18932325434542]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007c2_0,"Chlorophyll a, uncorrected for pheophytin",40.18932325434542,-111.69971144667993,0.0033350000000000046,ug/l,88.7,6.249999999999312E-5,0.0014099999999999946,285.07821223999997,0.01551749999999999,2,1618185600000,0.06416499999999997,true,0.04367750000000001,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.69971144667993,40.18932325434542]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007bf_0,"Chlorophyll a, corrected for pheophytin",40.238640763443584,-111.7385186669539,0.022694999999999993,ug/l,25.8,0.009220000000000006,0.008037500000000003,288.7628378,0.07456000000000002,2,1618185600000,0.1255175,true,0.09867749999999997,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.7385186669539,40.238640763443584]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007c0_0,"Chlorophyll a, uncorrected for pheophytin",40.238640763443584,-111.7385186669539,0.022694999999999993,ug/l,31.6,0.009220000000000006,0.008037500000000003,288.7628378,0.07456000000000002,2,1618185600000,0.1255175,true,0.09867749999999997,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.7385186669539,40.238640763443584]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007b7_0,"Chlorophyll a, corrected for pheophytin",40.321106106525754,-111.77732588722786,0.046977500000000005,ug/l,21.0,0.0034450000000000036,0.0023724999999999996,285.08163026,0.1420725,2,1618185600000,0.19759500000000002,true,0.17939,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.77732588722786,40.321106106525754]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007b9_0,"Chlorophyll a, corrected for pheophytin",40.321106106525754,-111.77732588722786,0.046977500000000005,ug/l,17.7,0.0034450000000000036,0.0023724999999999996,285.08163026,0.1420725,2,1618185600000,0.19759500000000002,true,0.17939,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.77732588722786,40.321106106525754]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007b8_0,"Chlorophyll a, uncorrected for pheophytin",40.321106106525754,-111.77732588722786,0.046977500000000005,ug/l,26.1,0.0034450000000000036,0.0023724999999999996,285.08163026,0.1420725,2,1618185600000,0.19759500000000002,true,0.17939,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.77732588722786,40.321106106525754]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007ba_0,"Chlorophyll a, uncorrected for pheophytin",40.321106106525754,-111.77732588722786,0.046977500000000005,ug/l,22.1,0.0034450000000000036,0.0023724999999999996,285.08163026,0.1420725,2,1618185600000,0.19759500000000002,true,0.17939,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.77732588722786,40.321106106525754]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007cb_0,"Chlorophyll a, corrected for pheophytin",40.169919644208434,-111.87191848664564,0.05852750000000001,ug/l,17.7,0.007624999999999993,0.005975000000000008,284.60652547999996,0.15805000000000002,2,1618185600000,0.2137925,true,0.194845,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.87191848664564,40.169919644208434]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007cc_0,"Chlorophyll a, uncorrected for pheophytin",40.169919644208434,-111.87191848664564,0.05852750000000001,ug/l,24.5,0.007624999999999993,0.005975000000000008,284.60652547999996,0.15805000000000002,2,1618185600000,0.2137925,true,0.194845,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.87191848664564,40.169919644208434]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007bd_0,"Chlorophyll a, corrected for pheophytin",40.23702379593217,-111.76439014713654,0.057042499999999996,ug/l,17.7,0.007212499999999983,0.005782499999999996,283.28375173999996,0.1521925,2,1618185600000,0.20757750000000003,true,0.19215,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.76439014713654,40.23702379593217]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007be_0,"Chlorophyll a, uncorrected for pheophytin",40.23702379593217,-111.76439014713654,0.057042499999999996,ug/l,23.7,0.007212499999999983,0.005782499999999996,283.28375173999996,0.1521925,2,1618185600000,0.20757750000000003,true,0.19215,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.76439014713654,40.23702379593217]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007c5_0,"Chlorophyll a, corrected for pheophytin",40.16911116045273,-111.77732588722786,0.067575,ug/l,19.3,0.010484999999999994,0.00883500000000001,283.12994084,0.1587925,2,1618185600000,0.21387499999999998,true,0.2023525,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.77732588722786,40.16911116045273]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007c6_0,"Chlorophyll a, uncorrected for pheophytin",40.16911116045273,-111.77732588722786,0.067575,ug/l,22.9,0.010484999999999994,0.00883500000000001,283.12994084,0.1587925,2,1618185600000,0.21387499999999998,true,0.2023525,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.77732588722786,40.16911116045273]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007bb_0,"Chlorophyll a, corrected for pheophytin",40.29604311009882,-111.8031973674105,0.04441999999999999,ug/l,19.3,0.002950000000000008,0.0020699999999999885,284.48347676000003,0.1517525,2,1618185600000,0.20837499999999998,true,0.18566,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.8031973674105,40.29604311009882]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007bc_0,"Chlorophyll a, uncorrected for pheophytin",40.29604311009882,-111.8031973674105,0.04441999999999999,ug/l,23.7,0.002950000000000008,0.0020699999999999885,284.48347676000003,0.1517525,2,1618185600000,0.20837499999999998,true,0.18566,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.8031973674105,40.29604311009882]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007c9_0,"Chlorophyll a, corrected for pheophytin",40.05996585343221,-111.87434393791277,0.04862749999999999,ug/l,14.5,0.006002499999999994,0.004599999999999993,285.73447208,0.1256,2,1618185600000,0.17774,true,0.1678675,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.87434393791277,40.05996585343221]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007ca_0,"Chlorophyll a, uncorrected for pheophytin",40.05996585343221,-111.87434393791277,0.04862749999999999,ug/l,20.5,0.006002499999999994,0.004599999999999993,285.73447208,0.1256,2,1618185600000,0.17774,true,0.1678675,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.87434393791277,40.05996585343221]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007c3_0,"Chlorophyll a, corrected for pheophytin",40.18851477058971,-111.73124231315252,0.06020500000000001,ug/l,53.3,0.01034750000000001,0.008724999999999983,284.07673238,0.10338000000000003,2,1618185600000,0.16036,true,0.150515,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.73124231315252,40.18851477058971]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007c4_0,"Chlorophyll a, uncorrected for pheophytin",40.18851477058971,-111.73124231315252,0.06020500000000001,ug/l,81.3,0.01034750000000001,0.008724999999999983,284.07673238,0.10338000000000003,2,1618185600000,0.16036,true,0.150515,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.73124231315252,40.18851477058971]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_000000000000000007d1_0,"Chlorophyll a, corrected for pheophytin",40.34212668417415,-111.87111000288994,0.055255,ug/l,17.7,0.009000000000000008,0.007789999999999991,284.39460824,0.1563175,2,1618185600000,0.20958500000000002,true,0.1894,04-12-2021,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.87111000288994,40.34212668417415]}"
