measurement value,blue,green,red,NIR,SWIR1,log(blue),log(green),log(red),log(NIR),log(SWIR1),1/log(blue),1/log(green),1/log(red),1/log(NIR),1/log(SWIR1),1/blue,1/green,1/red,1/NIR,1/SWIR1,blue/green,blue/red,blue/NIR,blue/SWIR1,green/blue,green/red,green/NIR,green/SWIR1,red/blue,red/green,red/NIR,red/SWIR1,NIR/blue,NIR/green,NIR/red,NIR/SWIR1,SWIR1/blue,SWIR1/green,SWIR1/red,SWIR1/NIR,"ND(blue,green)","ND(blue,red)","ND(blue,NIR)","ND(blue,SWIR1)","ND(green,red)","ND(green,NIR)","ND(green,SWIR1)","ND(red,NIR)","ND(red,SWIR1)","ND(NIR,SWIR1)"
12.32,0.14529,0.1939375,0.1582975,0.02748,0.0024825,-1.929023534,-1.640219337,-1.843279105,-3.594296812,-5.998489162,-0.518396993,-0.609674559,-0.542511439,-0.278218537,-0.166708645,6.882786152,5.156300354,6.31721916,36.39010189,402.8197382,0.749158879,0.917828772,5.287117904,58.52567976,1.334830339,1.225145691,7.057405386,78.12185297,1.089527841,0.816229455,5.760462154,63.7653575,0.189138963,0.141695134,0.173597183,11.0694864,0.017086517,0.012800516,0.015682497,0.090338428,-0.143406711,-0.042845967,0.681889217,0.966401056,0.101182449,0.751781137,0.974722533,0.704162237,0.969119293,0.834292866
12.8,0.14529,0.1939375,0.1582975,0.02748,0.0024825,-1.929023534,-1.640219337,-1.843279105,-3.594296812,-5.998489162,-0.518396993,-0.609674559,-0.542511439,-0.278218537,-0.166708645,6.882786152,5.156300354,6.31721916,36.39010189,402.8197382,0.749158879,0.917828772,5.287117904,58.52567976,1.334830339,1.225145691,7.057405386,78.12185297,1.089527841,0.816229455,5.760462154,63.7653575,0.189138963,0.141695134,0.173597183,11.0694864,0.017086517,0.012800516,0.015682497,0.090338428,-0.143406711,-0.042845967,0.681889217,0.966401056,0.101182449,0.751781137,0.974722533,0.704162237,0.969119293,0.834292866
18.96,0.0881175,0.1313475,0.09854,0.0150225,0.0025925,-2.429084128,-2.029908796,-2.317292722,-4.198206202,-5.955132618,-0.411677796,-0.49263297,-0.431538058,-0.238196971,-0.167922373,11.34848356,7.613391956,10.14816318,66.56681644,385.7280617,0.670873066,0.894230769,5.865701448,33.98939248,1.490594944,1.332935864,8.743384923,50.66441659,1.11827957,0.750223643,6.559494092,38.0096432,0.170482594,0.114372181,0.152450781,5.794599807,0.029420944,0.019737719,0.026309113,0.172574472,-0.196979017,-0.055837563,0.708696917,0.942839819,0.142711109,0.794732527,0.961288637,0.735432031,0.948730626,0.705648595
15.16,0.0881175,0.1313475,0.09854,0.0150225,0.0025925,-2.429084128,-2.029908796,-2.317292722,-4.198206202,-5.955132618,-0.411677796,-0.49263297,-0.431538058,-0.238196971,-0.167922373,11.34848356,7.613391956,10.14816318,66.56681644,385.7280617,0.670873066,0.894230769,5.865701448,33.98939248,1.490594944,1.332935864,8.743384923,50.66441659,1.11827957,0.750223643,6.559494092,38.0096432,0.170482594,0.114372181,0.152450781,5.794599807,0.029420944,0.019737719,0.026309113,0.172574472,-0.196979017,-0.055837563,0.708696917,0.942839819,0.142711109,0.794732527,0.961288637,0.735432031,0.948730626,0.705648595
16.6,0.0881175,0.1313475,0.09854,0.0150225,0.0025925,-2.429084128,-2.029908796,-2.317292722,-4.198206202,-5.955132618,-0.411677796,-0.49263297,-0.431538058,-0.238196971,-0.167922373,11.34848356,7.613391956,10.14816318,66.56681644,385.7280617,0.670873066,0.894230769,5.865701448,33.98939248,1.490594944,1.332935864,8.743384923,50.66441659,1.11827957,0.750223643,6.559494092,38.0096432,0.170482594,0.114372181,0.152450781,5.794599807,0.029420944,0.019737719,0.026309113,0.172574472,-0.196979017,-0.055837563,0.708696917,0.942839819,0.142711109,0.794732527,0.961288637,0.735432031,0.948730626,0.705648595
8.52,0.1626975,0.20711,0.1639075,0.0454925,0.01373,-1.815862631,-1.574505226,-1.808453035,-3.090207802,-4.288172059,-0.55070245,-0.635120153,-0.552958789,-0.323602833,-0.233199598,6.146375943,4.828352083,6.10100209,21.98164533,72.83321194,0.785560813,0.992617787,3.57635874,11.8497815,1.272975922,1.263578543,4.552618563,15.08448653,1.007437115,0.791403119,3.602956531,11.93790969,0.279614008,0.219653807,0.277549838,3.313364894,0.084389742,0.066293274,0.083766759,0.30180799,-0.120096266,-0.003704781,0.562971324,0.84435533,0.116443294,0.639809582,0.875656584,0.565496657,0.845415523,0.536324877
293,0.040405,0.077695,0.053165,0.050855,0.0018775,-3.208801739,-2.554964374,-2.934354994,-2.978776833,-6.277814174,-0.311642813,-0.39139489,-0.340790396,-0.335708264,-0.159291112,24.7494122,12.87084111,18.80936706,19.66374988,532.6231691,0.520046335,0.759992476,0.794513814,21.52063915,1.922905581,1.461393774,1.527775047,41.38215712,1.3158025,0.684278268,1.045423262,28.31691079,1.258631358,0.654546625,0.956550362,27.08655126,0.046467021,0.024165004,0.035314587,0.03691869,-0.315749365,-0.136368494,-0.114507999,0.911192574,0.187452239,0.208790354,0.95281033,0.022207268,0.931779988,0.928791542
4.7,0.167565,0.2221525,0.178455,0.0715075,0.037325,-1.786383943,-1.504391196,-1.72341881,-2.63795294,-3.288091936,-0.559790074,-0.664720721,-0.580242013,-0.379081819,-0.304127749,5.967833378,4.501412318,5.603653582,13.98454708,26.79169457,0.754279155,0.938976212,2.343320631,4.489350301,1.325769105,1.244865652,3.106702094,5.951841929,1.064989705,0.803299535,2.495612348,4.781111855,0.426744845,0.321884741,0.400703259,1.9158071,0.222749381,0.168015215,0.20915637,0.52197322,-0.140069409,-0.031472169,0.401792343,0.635658158,0.109078088,0.512991214,0.712306462,0.427854178,0.654045787,0.314083569
20.2,0.13374,0.184175,0.1777675,0.0713975,0.0239875,-2.011857662,-1.691868886,-1.727278762,-2.639492424,-3.730222418,-0.497053056,-0.59106235,-0.578945346,-0.37886072,-0.268080529,7.477194557,5.429618569,5.625325214,14.00609265,41.68837936,0.726157187,0.752330994,1.873174831,5.575403856,1.377112307,1.036044271,2.579572114,7.677957269,1.329202183,0.965209719,2.489828075,7.410838979,0.533852998,0.387661192,0.401634157,2.976446066,0.179359204,0.130242975,0.134937489,0.335971147,-0.158643034,-0.141336886,0.303905917,0.695836173,0.017703088,0.441274002,0.769531015,0.426905866,0.762211593,0.497038318
21.3,0.1793075,0.2296875,0.2189075,0.1059375,0.0374075,-1.71865307,-1.47103559,-1.519106013,-2.244905981,-3.28588406,-0.581850996,-0.679793206,-0.658281905,-0.445452954,-0.304332101,5.577011558,4.353741497,4.568139511,9.439528024,26.7326071,0.780658503,0.819101675,1.692578171,4.793356947,1.280969842,1.049244544,2.168141593,6.140145693,1.220849658,0.953066667,2.066383481,5.851968188,0.590814662,0.46122449,0.483937279,2.831985564,0.20862206,0.162862585,0.170882679,0.353109145,-0.12317999,-0.099443768,0.25721748,0.654777011,0.024030584,0.368715084,0.719893671,0.347765858,0.708113064,0.478077366
4.7,0.162725,0.2140125,0.1710575,0.0646875,0.034135,-1.81569362,-1.541720854,-1.765755522,-2.738187296,-3.377432028,-0.550753712,-0.64862585,-0.566329816,-0.365205113,-0.296082939,6.145337225,4.672624263,5.84598746,15.4589372,29.29544456,0.760352783,0.951288309,2.515555556,4.767101216,1.315178983,1.251114391,3.308405797,6.269591329,1.051206022,0.799287425,2.64436715,5.011205508,0.397526502,0.302260382,0.378162314,1.89504907,0.209771086,0.159500029,0.199552782,0.527690821,-0.136135904,-0.024963861,0.431099874,0.653205324,0.111551147,0.535791173,0.724881371,0.451207873,0.667288034,0.309165423
5.9,0.1534575,0.2114,0.17587,0.068125,0.04376,-1.874331623,-1.554003206,-1.738010193,-2.686411026,-3.129035121,-0.533523517,-0.643499316,-0.575370619,-0.372243856,-0.319587336,6.516462213,4.730368969,5.686018082,14.67889908,22.85191956,0.725910596,0.87256212,2.252587156,3.506798446,1.377580112,1.202024222,3.103119266,4.830895795,1.146050209,0.831929991,2.581577982,4.018967093,0.443933988,0.322256386,0.387359982,1.55678702,0.285160386,0.207000946,0.248820151,0.642348624,-0.158808576,-0.068055355,0.385104871,0.556225994,0.091744778,0.51256596,0.65699953,0.441586918,0.601511633,0.217768244
67.6,0.0738175,0.1304675,0.101455,0.06125,0.0309175,-2.606159448,-2.036631125,-2.288139929,-2.79279143,-3.476432912,-0.383706377,-0.491006932,-0.437036209,-0.358064691,-0.287651172,13.54692316,7.664744093,9.856586664,16.32653061,32.34414167,0.565792247,0.727588586,1.205183673,2.387563678,1.767433197,1.285964221,2.130081633,4.219859303,1.374403089,0.777626612,1.656408163,3.281474893,0.829749043,0.469465576,0.603715933,1.981078677,0.418836997,0.236974726,0.304741018,0.50477551,-0.277308662,-0.157683036,0.09304607,0.409605194,0.125095668,0.361039029,0.61684791,0.247103654,0.532871253,0.329101907
5.9,0.1418525,0.1932775,0.1447675,0.0440625,0.01802,-1.952967494,-1.643628299,-1.932626272,-3.122146198,-4.016273027,-0.512041293,-0.608410065,-0.517430615,-0.320292496,-0.248987057,7.049576144,5.173907982,6.907627748,22.69503546,55.49389567,0.733931782,0.979864265,3.219347518,7.871947836,1.362524453,1.335089022,4.386439716,10.72572142,1.020549514,0.749013724,3.285503546,8.033712542,0.310621949,0.22797532,0.304367348,2.445199778,0.127033362,0.093233822,0.124475452,0.408964539,-0.153447916,-0.01017026,0.525993061,0.774570361,0.143501605,0.628697228,0.829434802,0.533310385,0.77860708,0.419482141
7.1,0.1744675,0.2246825,0.19039,0.0783825,0.0405425,-1.746016801,-1.493066984,-1.658680679,-2.546154591,-3.205404472,-0.572732175,-0.669762315,-0.602888797,-0.39274913,-0.311973109,5.731726539,4.450724912,5.2523767,12.7579498,24.6654745,0.776506849,0.916369032,2.225847606,4.303323673,1.287818648,1.180117128,2.866488055,5.541900475,1.091263416,0.847373516,2.428986062,4.69605969,0.449267055,0.348858945,0.411694417,1.933341555,0.232378523,0.180443515,0.212944482,0.51723918,-0.125804835,-0.043640325,0.38000791,0.622878006,0.082618097,0.482734727,0.694278443,0.416737203,0.648880084,0.318183729
86.5,0.09469,0.16311,0.1330525,0.0507725,0.0139775,-2.357146881,-1.813330459,-2.017011492,-2.98040041,-4.270306385,-0.4242417,-0.551471462,-0.495782996,-0.335525387,-0.234175235,10.56077727,6.130831954,7.515830217,19.69570141,71.54355214,0.580528478,0.711673963,1.864985967,6.774458952,1.722568381,1.225907067,3.212565858,11.66946879,1.405137818,0.815722519,2.620562312,9.519048471,0.536197064,0.311277665,0.38159749,3.632445001,0.147613264,0.085693704,0.105052517,0.275296667,-0.265399535,-0.16844682,0.301916301,0.742747372,0.101489892,0.525229974,0.842140185,0.447599619,0.809868734,0.568262548
65.6,0.09293,0.1540075,0.0973025,0.02649,0.007405,-2.375908757,-1.870753976,-2.329930596,-3.630987976,-4.905599831,-0.420891584,-0.534543832,-0.429197334,-0.275407136,-0.20384867,10.76078769,6.493190267,10.27722823,37.75009438,135.0438893,0.603412171,0.95506282,3.50811627,12.54962863,1.65724201,1.582770227,5.813797659,20.79777178,1.047051544,0.631803646,3.673178558,13.14010804,0.285053266,0.17200461,0.272243776,3.577312627,0.079683633,0.048082074,0.076102875,0.279539449,-0.247339914,-0.022985031,0.556355719,0.852394478,0.225637659,0.706477929,0.908247503,0.572025769,0.858558365,0.563062399
73.33,0.10679,0.1770525,0.130275,0.01692,0.012355,-2.23689099,-1.73130898,-2.038107678,-4.079258925,-4.39369444,-0.447049054,-0.577597651,-0.490651211,-0.245142566,-0.227598895,9.364172675,5.648042247,7.676069852,59.10165485,80.93889114,0.603154432,0.8197275,6.311465721,8.643464185,1.657950183,1.359067358,10.46409574,14.33043302,1.219917595,0.735798704,7.699468085,10.54431404,0.158441802,0.095564875,0.129879102,1.369486038,0.115694353,0.069781562,0.094837843,0.730200946,-0.247540449,-0.099065657,0.726457037,0.792605649,0.152207336,0.82554228,0.869540541,0.770100887,0.82675454,0.155935098
27.67,0.129835,0.183075,0.13451,0.0170025,0.0024275,-2.041490865,-1.697859374,-2.006116733,-4.074394887,-6.020893358,-0.489838097,-0.588976929,-0.498475479,-0.245435219,-0.16608831,7.702083414,5.46224225,7.434391495,58.81488016,411.946447,0.709190223,0.96524422,7.636229966,53.48506694,1.410058921,1.361051223,10.76753419,75.41709578,1.03600724,0.734726205,7.911189531,55.41091658,0.130954673,0.092871774,0.126403241,7.004119464,0.018696807,0.013259593,0.018046985,0.142773122,-0.17014477,-0.017685222,0.768417468,0.963292694,0.152919691,0.830040859,0.973827846,0.775563072,0.964545869,0.750128667
64.8,0.1323925,0.1894,0.1439425,0.0497825,0.030615,-2.021984284,-1.663894098,-1.938341365,-3.000091762,-3.486265194,-0.494563686,-0.600999788,-0.515904999,-0.333323138,-0.286839912,7.553297959,5.279831045,6.947218507,20.0873801,32.66372693,0.699010032,0.919759626,2.65941847,4.324432468,1.430594633,1.315803185,3.804549792,6.186509881,1.087240591,0.75999208,2.891427711,4.701698514,0.376022056,0.262843189,0.345849905,1.626081986,0.231244217,0.161642027,0.212689095,0.614975142,-0.177156087,-0.041797094,0.453465075,0.624373112,0.13636875,0.583727907,0.721700793,0.486049813,0.649227332,0.238409155
41.07,0.131925,0.1872,0.1369575,0.02715,0.0141425,-2.0255217,-1.675577715,-1.98808462,-3.606378233,-4.258570831,-0.493699969,-0.596809083,-0.502996698,-0.277286501,-0.234820563,7.580064431,5.341880342,7.301535148,36.83241252,70.70885628,0.704727564,0.963255024,4.859116022,9.328265865,1.418988061,1.36684738,6.895027624,13.2366979,1.038146674,0.731610577,5.044475138,9.684108185,0.205798749,0.145032051,0.198236679,1.919745448,0.107201061,0.075547543,0.103261961,0.520902394,-0.173207991,-0.018716354,0.658651579,0.80635665,0.1549941,0.746675997,0.859517986,0.669119327,0.812806089,0.315008779
39.53,0.08622,0.1441625,0.107285,0.024675,0.0032525,-2.45085311,-1.936814143,-2.232266434,-3.701964694,-5.728331348,-0.408021189,-0.516311802,-0.447975199,-0.270126833,-0.174570907,11.59823707,6.936616665,9.320967516,40.52684904,307.4558032,0.598075089,0.803653819,3.494224924,26.50883935,1.672030851,1.34373398,5.842451874,44.32359723,1.244316864,0.744194919,4.347922999,32.98539585,0.2861865,0.171161016,0.229994873,7.586471945,0.037723266,0.022561346,0.030316447,0.131813576,-0.251505648,-0.108860236,0.554984445,0.927296097,0.146660834,0.707707115,0.955872876,0.626023037,0.941151193,0.767075463
38.73,0.12967,0.176475,0.1255175,0.016755,0.0025925,-2.042762517,-1.734576056,-2.075310088,-4.089058558,-5.955132618,-0.489533165,-0.576509745,-0.481855702,-0.24455507,-0.167922373,7.711884013,5.666525004,7.967016551,59.68367651,385.7280617,0.734778297,1.033083036,7.739182334,50.01735776,1.360954731,1.405979246,10.53267681,68.07135969,0.967976402,0.711248052,7.491345867,48.41562199,0.129212617,0.094942626,0.133487362,6.462873674,0.019993059,0.014690466,0.02065449,0.154729931,-0.152885071,0.016272349,0.771145638,0.960797656,0.168737634,0.826579724,0.971044439,0.764466077,0.959526969,0.732006719
214.7,-0.05084,0.0675475,0.0059475,-0.0238075,-0.0058225,-4.605170186,-2.694924225,-5.124784316,-4.605170186,-4.605170186,-0.217147241,-0.371067947,-0.195130163,-0.217147241,-0.217147241,-19.66955153,14.80439691,168.1378731,-42.0035703,-171.7475311,-0.752655539,-8.548129466,2.135461514,8.731644483,-1.328629032,11.35729298,-2.837236165,-11.60111636,-0.116984658,0.088049151,-0.249816234,-1.021468441,0.468282848,-0.352455679,-4.002942413,4.088879347,0.114525964,-0.086198601,-0.978982766,0.244565788,-7.085889571,1.264966308,0.36213537,0.794484889,0.838152255,2.088591678,1.188659376,-1.666013438,94.16,0.606986163
80.67,0.04244,0.134895,0.080555,-0.00387,-0.0025225,-3.159663965,-2.003258581,-2.518815098,-4.605170186,-4.605170186,-0.316489352,-0.49918668,-0.397012072,-0.217147241,-0.217147241,23.56267672,7.413173209,12.41387872,-258.3979328,-396.432111,0.314615071,0.526845013,-10.96640827,-16.82457879,3.178487276,1.674570169,-34.85658915,-53.47670961,1.898091423,0.597168168,-20.81524548,-31.9345887,-0.091187559,-0.02868898,-0.048041711,1.53419227,-0.059436852,-0.018699729,-0.031314009,0.651808786,-0.521357882,-0.309890646,1.200674099,1.12638567,0.252216291,1.059072696,1.038112146,1.100932386,1.064652549,0.210793899
56,0.04134,0.1135,0.05751,0.0215675,0.00207,-3.185924725,-2.175952442,-2.855796433,-3.836567727,-6.180206672,-0.313880611,-0.459568868,-0.350165015,-0.260649641,-0.161806887,24.18964683,8.810572687,17.3882803,46.36606004,483.0917874,0.364229075,0.718831508,1.916772922,19.97101449,2.745524915,1.973569814,5.262547815,54.83091787,1.391146589,0.506696035,2.666512113,27.7826087,0.521710208,0.190022026,0.375021735,10.41908213,0.050072569,0.018237885,0.03599374,0.095977744,-0.46602945,-0.163581184,0.314310694,0.90463027,0.327407754,0.680641161,0.964177555,0.454522462,0.930513595,0.824854574
26.08,0.0421925,0.12395,0.06235,0.00031,-0.0010375,-3.165512799,-2.087877021,-2.774991607,-8.07893826,-4.605170186,-0.315904583,-0.478955413,-0.36036145,-0.123778641,-0.217147241,23.70089471,8.067769262,16.03849238,3225.806452,-963.8554217,0.340399355,0.67670409,136.1048387,-40.66746988,2.937725899,1.987971131,399.8387097,-119.4698795,1.477750785,0.503025413,201.1290323,-60.09638554,0.007347277,0.002501008,0.004971933,-0.298795181,-0.024589678,-0.008370311,-0.016639936,-3.346774194,-0.492092631,-0.192816319,0.985412623,1.050419147,0.33064949,0.995010462,1.016881928,0.99010533,1.033843017,-1.852233677
56.8,0.02616,0.131265,0.065485,-0.0098375,-0.00167,-3.643523752,-2.030537098,-2.72593417,-4.605170186,-4.605170186,-0.27445958,-0.492480537,-0.366846717,-0.217147241,-0.217147241,38.22629969,7.61817697,15.27067267,-101.6518424,-598.8023952,0.19929151,0.399480797,-2.659212198,-15.66467066,5.017775229,2.004504848,-13.3433291,-78.60179641,2.503249235,0.498876319,-6.656670902,-39.21257485,-0.376051223,-0.074943816,-0.150225242,5.890718563,-0.06383792,-0.012722356,-0.025502023,0.169758577,-0.667651263,-0.429101424,2.205391331,1.136382197,0.33433291,1.162030841,1.025772599,1.35356485,1.052338792,0.709754508
10.27,0.0606725,0.1460875,0.100025,-0.0022475,-0.00255,-2.802264731,-1.923549522,-2.302335124,-4.605170186,-4.605170186,-0.356854222,-0.519872241,-0.434341634,-0.217147241,-0.217147241,16.48193168,6.845212629,9.997500625,-444.9388209,-392.1568627,0.415316163,0.606573357,-26.99555061,-23.79313725,2.407804195,1.460509873,-65,-57.28921569,1.648605217,0.684692393,-44.50500556,-39.2254902,-0.037043141,-0.015384615,-0.022469383,0.881372549,-0.042028926,-0.017455292,-0.025493627,1.134593993,-0.41311182,-0.244885577,1.076936243,1.087745709,0.187160343,1.03125,1.035530785,1.045971722,1.052321108,-0.063053674
79.4,0.0886675,0.135775,0.1045625,0.068565,0.008615,-2.42286186,-1.996756175,-2.2579703,-2.679973079,-4.754250409,-0.412735045,-0.500812274,-0.442875621,-0.373138077,-0.2103381,11.27808949,7.365126128,9.563658099,14.58470065,116.0766106,0.653047321,0.847985655,1.293188945,10.29222287,1.531282601,1.298505678,1.980237731,15.7603018,1.179265232,0.770116001,1.525012762,12.13726059,0.773282206,0.504989873,0.655732218,7.958792803,0.097160741,0.063450562,0.082390915,0.125647196,-0.209886719,-0.082259484,0.127852066,0.822886953,0.129869454,0.328912597,0.880670407,0.207924795,0.84776126,0.776755636
37.9,0.1165525,0.17246,0.1298625,0.05773,0.005865,-2.149413464,-1.757589953,-2.041279081,-2.85197831,-5.138752797,-0.465243201,-0.568960922,-0.489888918,-0.350633803,-0.194599748,8.579824543,5.798446016,7.700452402,17.32201628,170.5029838,0.675823379,0.897506979,2.018924303,19.87254902,1.479676541,1.328020021,2.987354928,29.40494459,1.114197465,0.753000696,2.24948034,22.14194373,0.495313271,0.334744289,0.444547117,9.843137255,0.050320671,0.034007886,0.045163153,0.101593625,-0.19344319,-0.054014569,0.337512372,0.904180366,0.140900859,0.498414353,0.934221225,0.384516972,0.913576836,0.815551537
101,0.101675,0.1593975,0.10294,0.049315,0.005865,-2.285973827,-1.836354197,-2.273608985,-3.009526985,-5.138752797,-0.437450328,-0.544557255,-0.439829367,-0.33227813,-0.194599748,9.835259405,6.273624116,9.714396736,20.27780594,170.5029838,0.637870732,0.987711288,2.061745919,17.33589088,1.567715761,1.548450554,3.232231573,27.17774936,1.012441603,0.645806866,2.087397344,17.55157715,0.485025818,0.309383773,0.479065475,8.408354646,0.057683796,0.036794805,0.056974937,0.118929332,-0.221097588,-0.006182342,0.346777932,0.890924307,0.215209415,0.527436066,0.92902201,0.352205182,0.892192454,0.787422979
62.8,0.0954325,0.1395425,0.0997775,0.04915,0.0018775,-2.349336088,-1.969386065,-2.304812572,-3.012878432,-6.277814174,-0.425652168,-0.507772457,-0.433874759,-0.331908513,-0.159291112,10.47861054,7.166275507,10.02229962,20.34587996,532.6231691,0.683895587,0.956453108,1.941658189,50.82956059,1.462211511,1.398536744,2.839114954,74.32356858,1.045529563,0.715033054,2.030061038,53.14380826,0.515023708,0.352222441,0.492596026,26.17842876,0.019673591,0.013454682,0.018816868,0.03819939,-0.187722098,-0.022258081,0.320111355,0.961411982,0.166158282,0.479046597,0.973447886,0.33994729,0.963061335,0.926412229
65.2,0.1076425,0.15992,0.126425,0.059765,0.0045725,-2.228939728,-1.833081589,-2.068106032,-2.817335074,-5.387695178,-0.448643805,-0.545529455,-0.483534202,-0.354945356,-0.185608125,9.290010916,6.253126563,7.909827961,16.73220112,218.6987425,0.673102176,0.851433656,1.801095959,23.54127939,1.485658546,1.264939688,2.675813603,34.9743029,1.17448963,0.790551526,2.115368527,27.64898852,0.555217502,0.373718109,0.472730868,13.07053034,0.042478575,0.028592421,0.036167688,0.07650799,-0.195384256,-0.080243947,0.285993758,0.918504656,0.116974279,0.45590277,0.94440476,0.358021376,0.930189507,0.857858947
51,0.126975,0.1801875,0.1419075,0.06455,0.00482,-2.063765062,-1.713757304,-1.952579842,-2.740315162,-5.334981351,-0.484551279,-0.583513195,-0.51214295,-0.364921529,-0.18744208,7.875566056,5.54977454,7.046843895,15.49186677,207.4688797,0.704682622,0.894773004,1.967079783,26.343361,1.419078559,1.269753184,2.791440744,37.38329876,1.11760189,0.787554631,2.198412084,29.44139004,0.508367789,0.358237947,0.454873773,13.39211618,0.037960228,0.026749913,0.033965788,0.074670798,-0.173238921,-0.05553541,0.325936562,0.926856102,0.118846924,0.472496042,0.947894004,0.374689706,0.934299978,0.86103503
34.4,0.09854,0.1496075,0.114765,0.036225,0.00174,-2.317292722,-1.899740081,-2.16486872,-3.318005791,-6.353870166,-0.431538058,-0.526387799,-0.461921774,-0.301385851,-0.157384393,10.14816318,6.684156877,8.713457936,27.605245,574.7126437,0.658656819,0.858624145,2.720220842,56.63218391,1.518241323,1.303598658,4.129951691,85.98132184,1.164653948,0.767107264,3.168115942,65.95689655,0.367617211,0.242133583,0.315645014,20.81896552,0.017657804,0.011630433,0.015161417,0.048033126,-0.205794941,-0.07606479,0.462397507,0.965297168,0.131793208,0.610132781,0.977006558,0.520166898,0.970130037,0.908336626
30.6,0.110805,0.1629175,0.12967,0.0226125,0.0013825,-2.199983379,-1.814511341,-2.042762517,-3.789252428,-6.583861825,-0.454548889,-0.551112565,-0.489533165,-0.263904297,-0.151886541,9.024863499,6.13807602,7.711884013,44.22332781,723.3273056,0.680129513,0.854515308,4.900165837,80.1482821,1.470308199,1.256400864,7.204754008,117.8426763,1.17025405,0.795924318,5.734438917,93.79385172,0.204074726,0.138797244,0.174384977,16.3562387,0.012476874,0.00848589,0.01066168,0.061138751,-0.190384422,-0.078448903,0.661026477,0.97535376,0.113632674,0.756238883,0.983171029,0.70301906,0.978901585,0.88476766
30,0.1175975,0.173285,0.1312925,0.0215125,0.0012175,-2.140487502,-1.752817641,-2.03032762,-3.839121117,-6.710955703,-0.467183293,-0.570510004,-0.492531348,-0.260476283,-0.149010073,8.503582134,5.770839946,7.616581297,46.48460198,821.3552361,0.678636351,0.895690919,5.466472981,96.58932238,1.47354323,1.31983929,8.055084253,142.3285421,1.116456557,0.757668004,6.103079605,107.8377823,0.182933311,0.124145194,0.163851705,17.66940452,0.010353111,0.007025998,0.009273188,0.056595003,-0.19144328,-0.055024308,0.690712386,0.979505955,0.137871314,0.779129609,0.986046045,0.718431988,0.981624028,0.892872855
27.8,0.133905,0.18698,0.1501575,0.0241525,0.00108,-2.010624686,-1.67675362,-1.896070536,-3.723367385,-6.830794238,-0.497357865,-0.596390542,-0.52740654,-0.268574088,-0.14639586,7.467981031,5.348165579,6.659674009,41.40358141,925.9259259,0.716146112,0.891763648,5.544146569,123.9861111,1.396363093,1.245225846,7.741641652,173.1296296,1.121373362,0.803067173,6.217058276,139.0347222,0.180370412,0.129171569,0.160847777,22.36342593,0.00806542,0.005776019,0.007192448,0.044715868,-0.165401935,-0.057214521,0.694383373,0.983998222,0.109221015,0.771210022,0.988514304,0.722878779,0.985717828,0.914396116
37.9,0.1031325,0.163605,0.1214475,0.0178275,0.00119,-2.27174071,-1.810300293,-2.108273208,-4.02701307,-6.733801972,-0.440191082,-0.552394541,-0.474321827,-0.248323008,-0.148504516,9.696264514,6.112282632,8.234010581,56.09311457,840.3361345,0.630374989,0.849194096,5.785023138,86.66596639,1.586357356,1.347125301,9.177114009,137.4831933,1.177587085,0.742321445,6.812368532,102.0567227,0.172860156,0.108966719,0.146791824,14.98109244,0.011538555,0.007273616,0.009798473,0.066750806,-0.226711655,-0.081552231,0.705233135,0.97718613,0.147893809,0.803480633,0.985557814,0.743995692,0.980593212,0.87485211
36.3,0.1180375,0.172845,0.15453,0.032155,0.00086,-2.136752908,-1.75536004,-1.867367027,-3.437187319,-7.058578169,-0.467999831,-0.569683699,-0.535513365,-0.290935555,-0.141671591,8.471883935,5.785530388,6.471235359,31.09936246,1162.790698,0.682909543,0.763848444,3.670890997,137.252907,1.464322779,1.118520676,5.375369305,200.9825581,1.309160225,0.894038011,4.805784481,179.6860465,0.272413428,0.18603373,0.208082573,37.38953488,0.00728582,0.004975556,0.005565262,0.026745452,-0.188418004,-0.133884267,0.571816169,0.985533758,0.055945017,0.686292683,0.990098155,0.655515976,0.988931077,0.947902469
37.9,0.1180375,0.172845,0.15453,0.032155,0.00086,-2.136752908,-1.75536004,-1.867367027,-3.437187319,-7.058578169,-0.467999831,-0.569683699,-0.535513365,-0.290935555,-0.141671591,8.471883935,5.785530388,6.471235359,31.09936246,1162.790698,0.682909543,0.763848444,3.670890997,137.252907,1.464322779,1.118520676,5.375369305,200.9825581,1.309160225,0.894038011,4.805784481,179.6860465,0.272413428,0.18603373,0.208082573,37.38953488,0.00728582,0.004975556,0.005565262,0.026745452,-0.188418004,-0.133884267,0.571816169,0.985533758,0.055945017,0.686292683,0.990098155,0.655515976,0.988931077,0.947902469
24.5,0.131485,0.1835975,0.1532925,0.0275625,0.0012175,-2.028862502,-1.695009417,-1.875407418,-3.591299126,-6.710955703,-0.492887024,-0.589967224,-0.533217471,-0.278450768,-0.149010073,7.605430277,5.446697259,6.523476361,36.28117914,821.3552361,0.716158989,0.857739289,4.770430839,107.9958932,1.396337985,1.197693951,6.661133787,150.798768,1.165855421,0.83493784,5.561632653,125.9075975,0.209624672,0.150124593,0.179803317,22.6386037,0.009259611,0.006631354,0.007942332,0.044172336,-0.165393191,-0.076577328,0.653405429,0.981650685,0.089955178,0.738942034,0.986824663,0.69519781,0.984240502,0.915392634
