measurement value,blue,green,red,NIR,SWIR1,log(blue),log(green),log(red),log(NIR),log(SWIR1),1/log(blue),1/log(green),1/log(red),1/log(NIR),1/log(SWIR1),1/blue,1/green,1/red,1/NIR,1/SWIR1,blue/green,blue/red,blue/NIR,blue/SWIR1,green/blue,green/red,green/NIR,green/SWIR1,red/blue,red/green,red/NIR,red/SWIR1,NIR/blue,NIR/green,NIR/red,NIR/SWIR1,SWIR1/blue,SWIR1/green,SWIR1/red,SWIR1/NIR,"ND(blue,green)","ND(blue,red)","ND(blue,NIR)","ND(blue,SWIR1)","ND(green,red)","ND(green,NIR)","ND(green,SWIR1)","ND(red,NIR)","ND(red,SWIR1)","ND(NIR,SWIR1)"
44.3,0.1515875,0.2015825,0.158545,0.0437875,0.005975,-1.886592263,-1.601556552,-1.841716814,-3.12840689,-5.120171181,-0.530056239,-0.624392563,-0.542971641,-0.319651514,-0.19530597,6.596850004,4.960748081,6.307357533,22.8375678,167.3640167,0.7519874,0.95611656,3.461889809,25.37029289,1.329809516,1.2714529,4.603654011,33.7376569,1.045897584,0.786501804,3.620782187,26.53472803,0.28885957,0.217218757,0.276183418,7.328451883,0.039416179,0.02964047,0.037686461,0.136454468,-0.141560721,-0.02243396,0.551759437,0.924157081,0.119506286,0.643090027,0.942425593,0.567172847,0.927364454,0.759859332
3.2,0.1300825,0.1810125,0.1445475,0.0472525,0.0128775,-2.039586414,-1.709189189,-1.934147106,-3.052249716,-4.352273677,-0.49029548,-0.585072739,-0.517023755,-0.327627191,-0.229764963,7.687429132,5.524480354,6.918141095,21.16290143,77.65482431,0.718638216,0.899929089,2.752923126,10.10153368,1.391520766,1.252270015,3.830749696,14.05649388,1.111198662,0.798549824,3.059044495,11.22481072,0.363250245,0.261045508,0.326899462,3.669384586,0.098994869,0.071141496,0.089088362,0.272525263,-0.163712049,-0.052670866,0.467082076,0.819844712,0.112007003,0.585985587,0.86716695,0.507273201,0.836398285,0.571678031
30.7,0.08853,0.14056,0.1019225,0.0502775,0.006415,-2.424413801,-1.962120835,-2.283542558,-2.990197618,-5.049116281,-0.412470841,-0.509652608,-0.437916078,-0.334426057,-0.19805446,11.29560601,7.114399545,9.811376291,19.88961265,155.8846454,0.629837792,0.868601143,1.760827408,13.80046765,1.587710381,1.379087051,2.795683954,21.91114575,1.151276403,0.725117388,2.027199045,15.88815277,0.567914831,0.357694223,0.493291471,7.837490257,0.072461313,0.045638873,0.062939979,0.127591865,-0.227115981,-0.070319371,0.27557949,0.864869135,0.159341396,0.47308574,0.912706243,0.339323259,0.881573786,0.773691405
25.8,0.109375,0.162505,0.13165,0.07126,0.0135375,-2.212972934,-1.817046508,-2.027608393,-2.641420119,-4.302291667,-0.451880809,-0.550343646,-0.493191882,-0.378584229,-0.232434265,9.142857143,6.153656811,7.595898215,14.03311816,73.86888273,0.673056214,0.830801367,1.534872299,8.079409049,1.48576,1.234371439,2.280451866,12.00406279,1.203657143,0.810128919,1.847460006,9.724838412,0.65152,0.438509584,0.541283707,5.263896584,0.123771429,0.083305129,0.102829472,0.189973337,-0.195417096,-0.092417799,0.211005619,0.779721346,0.104893679,0.390327893,0.846201911,0.297619634,0.813517004,0.680709927
51.7,0.1110525,0.15871,0.11966,0.0536325,0.0087525,-2.197752217,-1.840676641,-2.123100891,-2.925600051,-4.738415905,-0.455010348,-0.543278476,-0.471009175,-0.341810221,-0.211040993,9.004750006,6.300800202,8.357011533,18.6454109,114.2530706,0.699719614,0.928067023,2.070619494,12.68808912,1.429143873,1.3263413,2.959213164,18.13310483,1.077508386,0.753953752,2.231109868,13.67152242,0.482947255,0.337927667,0.448207421,6.127677806,0.078814074,0.055147754,0.073144743,0.163193959,-0.176664659,-0.037308338,0.348665634,0.853887567,0.140280921,0.494849123,0.895469135,0.381017644,0.863681495,0.719403703
31.9,0.08424,0.133575,0.0903175,0.0400475,0.0065525,-2.474085411,-2.013092161,-2.404424039,-3.217689029,-5.027908623,-0.404189765,-0.496748246,-0.415900018,-0.310782052,-0.198889852,11.8708452,7.486430844,11.07205137,24.97034771,152.6135063,0.630656934,0.932709608,2.103502091,12.85616177,1.585648148,1.478949262,3.335414196,20.3853491,1.072145062,0.676155718,2.255259379,13.78367035,0.475397673,0.299812839,0.443407977,6.111789393,0.077783713,0.049054838,0.072549617,0.163618203,-0.226499552,-0.034816608,0.35556673,0.855659884,0.193206561,0.538683062,0.906478029,0.385609634,0.864715598,0.718776824
16.3,0.0877325,0.140505,0.098595,0.0391125,0.0036925,-2.433462867,-1.962512204,-2.316734729,-3.24131317,-5.601451544,-0.410937029,-0.509550972,-0.431641995,-0.308516934,-0.178525154,11.39828456,7.117184442,10.14250216,25.56727389,270.8192282,0.624408384,0.88982707,2.243080857,23.75964794,1.601515972,1.425072265,3.592329818,38.05145565,1.123813866,0.7017188,2.520805369,26.7014218,0.445815405,0.278370876,0.396698616,10.59241706,0.042088166,0.026280204,0.037451189,0.094407159,-0.231217482,-0.058297889,0.383302456,0.919223407,0.175282309,0.56449121,0.94878552,0.431948151,0.92780154,0.827473426
0.5,0.1306875,0.191325,0.1490575,0.048875,0.0094675,-2.034946302,-1.653781726,-1.903423141,-3.018489261,-4.659890398,-0.491413458,-0.604674719,-0.525369256,-0.331291555,-0.214597322,7.651841224,5.22670848,6.708820422,20.46035806,105.6245049,0.683065465,0.876758969,2.673913043,13.80380248,1.463988522,1.283565067,3.914578005,20.2086084,1.140564323,0.779080099,3.049769821,15.74412464,0.37398374,0.255455377,0.327893598,5.162397676,0.072443807,0.049483863,0.063515757,0.19370844,-0.188307907,-0.065666947,0.455621302,0.864899575,0.124176478,0.59304746,0.905698669,0.506144772,0.880555117,0.675451001
0.5,0.144355,0.1925625,0.152275,0.04002,0.0038575,-1.935479735,-1.647334503,-1.882067182,-3.21837595,-5.557735974,-0.516667771,-0.607041253,-0.531330661,-0.31071572,-0.179929382,6.927366562,5.193119117,6.567066163,24.98750625,259.235256,0.74965271,0.947988836,3.607071464,37.42190538,1.333951024,1.264570678,4.811656672,49.91898898,1.054864743,0.790782214,3.804972514,39.47504861,0.27723321,0.207828627,0.262813988,10.37459494,0.026722317,0.020032457,0.025332458,0.096389305,-0.143083989,-0.026699929,0.565884746,0.947946361,0.116830391,0.655864048,0.960721922,0.583764528,0.950586841,0.824169563
1.2,0.116635,0.1741375,0.115755,0.028745,0.0060025,-2.148705879,-1.747910062,-2.15627939,-3.54929144,-5.11557923,-0.465396409,-0.572111816,-0.463761795,-0.281746376,-0.195481285,8.573755734,5.742588472,8.638935683,34.7886589,166.5972511,0.669786806,1.007602263,4.05757523,19.43107039,1.493012389,1.504362663,6.058010089,29.01082882,0.992455095,0.664733329,4.026961211,19.28446481,0.246452609,0.165070706,0.248326206,4.788837984,0.051463969,0.034469887,0.051855211,0.208818925,-0.197757697,0.003786738,0.604553584,0.902109877,0.20139362,0.716634012,0.933357389,0.602145329,0.901402378,0.654507519
1.2,0.1453725,0.200785,0.16322,0.0607,0.0126025,-1.928455865,-1.605520595,-1.812656295,-2.801811581,-4.373860072,-0.518549591,-0.622850933,-0.551676566,-0.356911938,-0.228631,6.878880118,4.980451727,6.126700159,16.47446458,79.34933545,0.724020719,0.890653719,2.394934102,11.53521127,1.381175945,1.230149491,3.307825371,15.93215632,1.122770813,0.812909331,2.688962109,12.95139853,0.417548023,0.30231342,0.3718907,4.816504662,0.086691087,0.062766143,0.077211739,0.20761944,-0.160078866,-0.057835171,0.410886945,0.840449438,0.103199132,0.535728627,0.881881554,0.457842086,0.856645196,0.656150882
0.2,0.1589025,0.2108225,0.182305,0.072305,0.01593,-1.839464472,-1.556738732,-1.70207417,-2.626861996,-4.139551155,-0.543636485,-0.642368549,-0.587518463,-0.380682351,-0.241572084,6.293167194,4.743326732,5.485313074,13.83030219,62.77463905,0.753726476,0.871629961,2.197669594,9.975047081,1.326741241,1.156427416,2.915738884,13.23430634,1.147275845,0.86473218,2.521333241,11.44413057,0.455027454,0.342966239,0.396615562,4.538920276,0.100250153,0.075561195,0.087381037,0.220316714,-0.140428697,-0.068587297,0.374544511,0.817768436,0.072540079,0.489240713,0.859494383,0.432033306,0.839281661,0.638918796
29.4,0.1101725,0.1718825,0.1350875,0.09656,0.029735,-2.20570796,-1.760944175,-2.001832562,-2.337590702,-3.515430476,-0.453369176,-0.567877173,-0.499542279,-0.427790887,-0.284460184,9.076675214,5.817927945,7.40260942,10.35625518,33.63040188,0.640975667,0.815563986,1.140974524,3.705145451,1.560121627,1.272379014,1.780059031,5.780477552,1.226145363,0.785929341,1.399000621,4.543046914,0.876443759,0.561779122,0.714795966,3.247351606,0.269894937,0.172996087,0.220116591,0.307943248,-0.218787116,-0.101586072,0.06584596,0.574933438,0.119865133,0.280590816,0.705035525,0.166319516,0.639187611,0.529118334
25.6,0.1312925,0.1868425,0.156895,0.096835,0.0325125,-2.03032762,-1.677489263,-1.852178487,-2.33474678,-3.426130648,-0.492531348,-0.596129002,-0.53990477,-0.428311973,-0.29187445,7.616581297,5.352101369,6.37368941,10.32684463,30.757401,0.702690769,0.836817617,1.355837249,4.038216071,1.423101091,1.190876064,1.929493468,5.746789696,1.195003523,0.839717944,1.620230289,4.82568243,0.73755165,0.518270736,0.617196214,2.978392926,0.247634099,0.174010196,0.207224577,0.335751536,-0.174611407,-0.088839731,0.15104492,0.603034095,0.087123168,0.317288118,0.703562718,0.236708312,0.656692581,0.497284447
24,0.1055525,0.1523575,0.1109425,0.0574275,0.01824,-2.24854682,-1.881525546,-2.19874323,-2.857231996,-4.004138294,-0.444731678,-0.531483616,-0.454805266,-0.349989081,-0.249741624,9.473958457,6.563510165,9.013678257,17.4132602,54.8245614,0.692794907,0.951416274,1.838013147,5.786869518,1.443428626,1.373301485,2.653040791,8.352933114,1.051064636,0.728172227,1.931870619,6.082373904,0.544065749,0.37692598,0.517633008,3.1484375,0.172805002,0.119718425,0.164409491,0.317617866,-0.181478035,-0.024896649,0.29528163,0.705313327,0.157292062,0.452510904,0.786163338,0.317841658,0.717608809,0.517890772
22,0.08413,0.1408625,0.10371,0.055475,0.017305,-2.475392057,-1.959971042,-2.266156736,-2.89182281,-4.056759802,-0.403976411,-0.51021162,-0.441275744,-0.345802653,-0.246502147,11.88636634,7.099121484,9.642271719,18.0261379,57.78676683,0.59724909,0.81120432,1.516538982,4.861600693,1.674343278,1.3582345,2.53920685,8.139988443,1.232735053,0.736249889,1.869490762,5.993065588,0.659396173,0.393823764,0.534905024,3.20572089,0.205693569,0.122850297,0.166859512,0.311942316,-0.25215285,-0.104237649,0.205257691,0.658796273,0.151907921,0.434901636,0.781181343,0.303012218,0.714002396,0.524457268
6.6,0.1222725,0.170865,0.12439,0.0362525,0.0118325,-2.101503118,-1.766881508,-2.084333488,-3.317246935,-4.436905296,-0.475849877,-0.565968909,-0.479769675,-0.301454797,-0.225382318,8.178453863,5.852573669,8.039231449,27.58430453,84.51299387,0.715608814,0.982976927,3.372801876,10.33361504,1.397411519,1.373623282,4.713192194,14.4403127,1.017317876,0.728001639,3.431211641,10.51257131,0.296489399,0.212170427,0.291442238,3.06380731,0.096771555,0.069250578,0.095124206,0.326391283,-0.165766918,-0.008584604,0.542627346,0.823533798,0.15740631,0.649933009,0.870468945,0.548656178,0.826276863,0.507850681
5.2,0.0764575,0.10316,0.054045,0.0137575,0.0057825,-2.571020248,-2.271474098,-2.917938246,-4.286171149,-5.152919164,-0.388950651,-0.440242748,-0.342707733,-0.233308462,-0.194064756,13.07916163,9.693679721,18.50309927,72.68762493,172.9355815,0.741154517,1.414700712,5.557514083,13.22222222,1.349246313,1.908779721,7.498455388,17.84003459,0.70686329,0.523894921,3.928402689,9.346303502,0.179936566,0.133360799,0.254556388,2.379161262,0.075630252,0.056053703,0.106994172,0.420316191,-0.148663131,0.171740005,0.695006374,0.859375,0.31242645,0.764663117,0.893843082,0.594189005,0.806694246,0.408137155
4.1,0.12956,0.168995,0.110475,0.04794,0.012245,-2.043611185,-1.77788615,-2.202966028,-3.03780505,-4.402637589,-0.489329872,-0.562465712,-0.453933464,-0.329185048,-0.22713657,7.718431615,5.917334832,9.051821679,20.85940759,81.66598612,0.766649901,1.172754017,2.702544848,10.58064516,1.304376351,1.529712605,3.525135586,13.80114332,0.852693733,0.653717566,2.304443054,9.022049816,0.370021612,0.283677032,0.433944331,3.915067374,0.094512195,0.072457765,0.110839556,0.255423446,-0.132086215,0.079509238,0.459830986,0.82729805,0.209396357,0.558024293,0.864875303,0.394754285,0.800440026,0.593087979
2.8,0.1509825,0.183405,0.12065,0.03606,0.003775,-1.890591343,-1.696058457,-2.114861487,-3.322571061,-5.579354896,-0.528935036,-0.589602319,-0.472844206,-0.300971742,-0.179232191,6.623284155,5.452414056,8.28843763,27.73155851,264.9006623,0.823219105,1.251409034,4.186980033,39.99536424,1.214743431,1.520140903,5.086106489,48.58410596,0.799099233,0.657833756,3.345812535,31.9602649,0.238835627,0.196614051,0.298881061,9.552317881,0.025002898,0.020582863,0.031288852,0.104686633,-0.096960861,0.111667418,0.614419183,0.951213996,0.20639358,0.671382681,0.959664494,0.539786867,0.939320876,0.810468181
8.3,0.1032425,0.14221,0.0825075,0.0298175,0.00504,-2.270674689,-1.950450441,-2.494866081,-3.51265981,-5.290349197,-0.440397739,-0.512702081,-0.400823117,-0.284684556,-0.189023439,9.685933603,7.0318543,12.12011029,33.53735223,198.4126984,0.725986218,1.251310487,3.462480087,20.48462302,1.377436618,1.723600885,4.76934686,28.21626984,0.799162167,0.580180719,2.767083089,16.37053571,0.288810325,0.209672316,0.361391389,5.916170635,0.048817105,0.035440546,0.061085356,0.169028255,-0.158757804,0.111628533,0.551818728,0.906910166,0.265678018,0.653340309,0.931544992,0.469085244,0.884862503,0.710822635
6,0.06268,0.108,0.076815,0.0772275,0.0267925,-2.769712861,-2.225624052,-2.566355345,-2.560999668,-3.619633281,-0.361048257,-0.449312182,-0.389657653,-0.390472522,-0.276271081,15.95405233,9.259259259,13.0182907,12.9487553,37.32387795,0.58037037,0.815986461,0.811627982,2.33946067,1.723037652,1.405975395,1.398465572,4.030978819,1.22551053,0.71125,0.994658638,2.867033685,1.232091576,0.715069444,1.005370045,2.882429784,0.427448947,0.248078704,0.348792554,0.346929526,-0.265526131,-0.101329797,-0.103979415,0.401100897,0.168736304,0.166133538,0.602463045,-0.002677832,0.482807712,0.484858681
23,0.13011,0.1846425,0.13704,0.048655,0.0126575,-2.039375032,-1.689333756,-1.987482425,-3.023000701,-4.369505354,-0.490346299,-0.591949339,-0.503149103,-0.330797145,-0.228858857,7.685804319,5.415871211,7.297139521,20.55287226,79.00454276,0.704659003,0.949430823,2.67413421,10.27928106,1.419126124,1.347362084,3.794933717,14.58759629,1.053262624,0.742190991,2.816565615,10.82678254,0.373952809,0.263509214,0.355042323,3.843966028,0.097283068,0.06855139,0.092363543,0.260147981,-0.173255177,-0.025940483,0.455654071,0.822683734,0.147979763,0.582893087,0.871692854,0.475968658,0.830892299,0.587115189
21.4,0.0746975,0.1359675,0.0793725,0.049315,0.01054,-2.594308655,-1.995339392,-2.533603318,-3.009526985,-4.552577736,-0.385459147,-0.501167873,-0.394694778,-0.33227813,-0.219655777,13.38732889,7.354698733,12.59882201,20.27780594,94.87666034,0.549377609,0.941100507,1.514701409,7.087049336,1.820241641,1.713030332,2.757122579,12.90014231,1.062585763,0.583760825,1.609500152,7.530597723,0.660196124,0.362696968,0.621310907,4.678842505,0.141102447,0.077518525,0.132791584,0.213728075,-0.290840909,-0.03034335,0.204676948,0.75269101,0.262816941,0.467677735,0.856116581,0.233569694,0.76554984,0.647815554
14.5,0.0892175,0.1394325,0.109485,0.0357025,0.0066625,-2.41667807,-1.970174666,-2.211967725,-3.332534565,-5.011260489,-0.413791151,-0.507569211,-0.452086162,-0.300071906,-0.199550593,11.20856334,7.17192907,9.133671279,28.00924305,150.0938086,0.639861582,0.814883317,2.498914642,13.39099437,1.562838008,1.273530621,3.905398782,20.92795497,1.227169558,0.785218654,3.066591975,16.43302064,0.400173733,0.256055798,0.326094899,5.358724203,0.074677053,0.047782977,0.060853085,0.186611582,-0.219615132,-0.10199922,0.428394172,0.861024197,0.120310946,0.592285951,0.908792224,0.508187688,0.885275189,0.685471498
19.1,0.1116575,0.161075,0.128955,0.03991,0.00229,-2.192319129,-1.825885184,-2.048291773,-3.22112836,-6.079203461,-0.456137971,-0.547679563,-0.488211696,-0.310450218,-0.164495235,8.955959071,6.208288065,7.754643093,25.05637685,436.6812227,0.693201925,0.865864061,2.797732398,48.75873362,1.442581107,1.249079136,4.035955901,70.33842795,1.154915702,0.800589787,3.231145076,56.31222707,0.357432327,0.247772777,0.309487806,17.4279476,0.020509146,0.01421698,0.017758133,0.057379103,-0.181194027,-0.071889449,0.473369951,0.959806051,0.110747164,0.602855935,0.971964619,0.527314719,0.965103433,0.891469194
14.9,0.1404225,0.185825,0.161185,0.0442275,0.0064425,-1.963099544,-1.682949908,-1.825202505,-3.118408511,-5.044838615,-0.509398519,-0.59419475,-0.547884411,-0.320676395,-0.198222396,7.121365878,5.381407238,6.204051245,22.61036685,155.2192472,0.755670658,0.871188386,3.175004239,21.79627474,1.323327814,1.152867823,4.20157142,28.84361661,1.147857359,0.867402126,3.644451981,25.01901436,0.314960209,0.238006189,0.274389676,6.864959255,0.0458794,0.034669716,0.0399696,0.145667288,-0.139165817,-0.068839469,0.52095857,0.912266367,0.071006599,0.61550081,0.932983994,0.569378689,0.923133137,0.745707519
10,0.1184775,0.16718,0.11911,0.0231075,0.00273,-2.13303221,-1.788684203,-2.127707843,-3.767598039,-5.90345367,-0.468816174,-0.55907018,-0.469989338,-0.265421096,-0.169392369,8.440421177,5.981576744,8.395600705,43.27599264,366.3003663,0.708682259,0.994689783,5.127231418,43.39835165,1.411069612,1.403576526,7.23488045,61.23809524,1.005338566,0.712465606,5.154603484,43.63003663,0.195037032,0.138219285,0.194001343,8.464285714,0.02304235,0.016329705,0.02291999,0.11814346,-0.170492635,-0.002662177,0.673588304,0.954953283,0.167906668,0.757130658,0.96786534,0.675039992,0.955187131,0.788679245
6.6,0.13242,0.17785,0.1337675,0.05278,0.0260775,-2.021776589,-1.726814781,-2.011652061,-2.941622948,-3.646682405,-0.494614492,-0.579100904,-0.497103858,-0.339948395,-0.274221851,7.551729346,5.622715772,7.475657391,18.94657067,38.34723421,0.744560022,0.989926552,2.508904888,5.077940754,1.343075064,1.329545667,3.369647594,6.820055603,1.010175955,0.752136632,2.534435392,5.129613652,0.398580275,0.296766938,0.394565197,2.023967021,0.196930222,0.146626371,0.194946456,0.494079197,-0.146420859,-0.005062221,0.430021598,0.670941182,0.141463493,0.542297186,0.744247343,0.434138758,0.673715162,0.338617126
0.9,0.16729,0.20612,0.1564825,0.058555,0.0233825,-1.788026446,-1.579296756,-1.854811096,-2.837788795,-3.7557674,-0.559275844,-0.633193221,-0.539138461,-0.352387042,-0.26625717,5.977643613,4.851542791,6.390490949,17.07796089,42.76702662,0.811614593,1.069065231,2.856972078,7.154495884,1.232111901,1.317207995,3.520109299,8.815139527,0.935396617,0.759181545,2.672402015,6.692291243,0.350020922,0.284082088,0.374195198,2.504223244,0.139772252,0.113441199,0.149425655,0.399325421,-0.103987574,0.03337992,0.481458522,0.754736525,0.136892327,0.557532823,0.796233157,0.455397314,0.739999444,0.429260107
0.9,0.1393225,0.178345,0.116855,0.03551,0.0121625,-1.970963889,-1.724035402,-2.146821429,-3.337940932,-4.409397831,-0.507365967,-0.580034493,-0.465804927,-0.299585889,-0.226788337,7.177591559,5.607109815,8.557614137,28.16108139,82.21993834,0.781196557,1.192268196,3.923472261,11.45508736,1.280087567,1.526207693,5.02238806,14.6635149,0.838737462,0.655218817,3.290763165,9.607810894,0.254876276,0.19910847,0.303880878,2.91963001,0.087297457,0.068196473,0.104081982,0.342509152,-0.122840706,0.087702862,0.593782621,0.839423045,0.208299458,0.667905824,0.872314738,0.533882453,0.811459686,0.489747758
2.7,0.0368025,0.081765,0.053825,0.02198,0.0016025,-3.302189501,-2.503906,-2.922017236,-3.81762233,-6.436190369,-0.30282938,-0.399376015,-0.34222933,-0.261943145,-0.155371414,27.17206712,12.23017183,18.57872736,45.49590537,624.024961,0.450100899,0.683743614,1.674363057,22.96567863,2.221724068,1.519089642,3.719972702,51.02340094,1.462536512,0.658288999,2.448817106,33.58814353,0.597242035,0.268819177,0.408360427,13.71606864,0.043543238,0.01959885,0.029772411,0.072907188,-0.379214372,-0.187829301,0.25215838,0.916547325,0.206062394,0.576268736,0.961555762,0.420091023,0.942176717,0.864094138
3.1,0.091005,0.12989,0.08644,0.0195875,0.00339,-2.396840829,-2.041067341,-2.448304747,-3.932863671,-5.686925358,-0.417215857,-0.489939739,-0.408445885,-0.254267649,-0.175841942,10.98840723,7.69882208,11.56871819,51.05296745,294.9852507,0.700631303,1.052811199,4.646075303,26.84513274,1.427284215,1.502660805,6.631269943,38.31563422,0.949837921,0.665486181,4.413018507,25.49852507,0.215235427,0.150800677,0.226602267,5.778023599,0.037250701,0.026099007,0.039217955,0.17306956,-0.176033862,0.025726281,0.645771639,0.928174162,0.200850552,0.737920423,0.949129652,0.630520384,0.924524101,0.704928735
5.2,0.1132525,0.14694,0.0854775,0.017855,0.0027575,-2.17813544,-1.917730939,-2.459502096,-4.025471698,-5.893430807,-0.459108273,-0.521449584,-0.406586358,-0.248418092,-0.169680451,8.829827156,6.805498843,11.69898511,56.00672081,362.6473255,0.770739758,1.324939312,6.342901148,41.07071623,1.297454802,1.719048873,8.229627555,53.28739801,0.754751551,0.581717027,4.787314478,30.99818676,0.157656564,0.121512182,0.208885379,6.475067996,0.024348248,0.018766163,0.032259951,0.154438533,-0.129471449,0.139762492,0.727628091,0.952460995,0.264448675,0.783306532,0.963159037,0.654416568,0.937496458,0.732443905
3.6,0.1148475,0.1525775,0.103215,0.0239875,0.0056175,-2.164150118,-1.880082615,-2.270941088,-3.730222418,-5.181868554,-0.462075155,-0.53189152,-0.440346077,-0.268080529,-0.19298058,8.707198677,6.554046304,9.688514266,41.68837936,178.0151313,0.752715833,1.112701642,4.787806149,20.44459279,1.328522606,1.478249285,6.360708702,27.16110369,0.898713511,0.676475889,4.302866076,18.37383178,0.208863928,0.157215186,0.232403236,4.270137962,0.048912689,0.036817355,0.054425229,0.234184471,-0.141086286,0.053344798,0.654445925,0.906736396,0.192978684,0.728287033,0.928980056,0.622845463,0.896767969,0.620503293
1.2,0.115755,0.1471875,0.0875675,0.028635,0.014115,-2.15627939,-1.916047995,-2.435345354,-3.553125533,-4.260517217,-0.463761795,-0.521907595,-0.41061938,-0.28144235,-0.234713287,8.638935683,6.794055202,11.4197619,34.92229789,70.84661707,0.78644586,1.321894538,4.042430592,8.200850159,1.271543346,1.680846204,5.14012572,10.42773645,0.75649,0.594938429,3.05805832,6.203861141,0.247375923,0.194547771,0.327004882,2.02869288,0.121938577,0.095898089,0.161189939,0.492928235,-0.119541345,0.138634435,0.603365884,0.782628783,0.253966902,0.67427377,0.824987213,0.507153461,0.722371106,0.339649123
9.9,0.103985,0.14045,0.0858075,0.03925,0.029845,-2.263508621,-1.962903725,-2.455648864,-3.237803835,-3.511737957,-0.441792,-0.509449336,-0.407224345,-0.308851324,-0.284759288,9.61677165,7.11997152,11.65399295,25.47770701,33.50644999,0.740370239,1.211840457,2.649299363,3.484168202,1.350675578,1.63680331,3.578343949,4.705980901,0.825191133,0.610946956,2.186178344,2.875104708,0.377458287,0.279458882,0.457419223,1.315128162,0.28701255,0.21249555,0.34781342,0.760382166,-0.149180764,0.09577565,0.451949593,0.553986401,0.241505806,0.563160824,0.64949059,0.372288747,0.483884914,0.13611694
14,0.0850375,0.12846,0.0969175,0.047335,0.0195875,-2.464662943,-2.052137707,-2.333895178,-3.050505299,-3.932863671,-0.405734992,-0.487296733,-0.428468257,-0.327814543,-0.254267649,11.75951786,7.784524366,10.31805402,21.12601669,51.05296745,0.661976491,0.877421518,1.796503644,4.34141672,1.510627664,1.325457219,2.713848104,6.558264199,1.139703072,0.75445664,2.047480723,4.947925973,0.556636778,0.368480461,0.488405087,2.416592214,0.230339556,0.152479371,0.202104883,0.413805852,-0.203386457,-0.065290869,0.284821243,0.625567503,0.139954077,0.461475014,0.73538898,0.343720213,0.663748337,0.41462139
2.4,0.1373425,0.1763925,0.113335,0.02825,0.0022625,-1.985277473,-1.735043653,-2.177407244,-3.566661821,-6.091284882,-0.503707927,-0.576354375,-0.459261814,-0.280374213,-0.164168976,7.281067404,5.669175277,8.823399656,35.39823009,441.9889503,0.778618705,1.211827767,4.861681416,60.7038674,1.284325682,1.556381524,6.243982301,77.96353591,0.825199774,0.64251598,4.011858407,50.09281768,0.205690154,0.160154202,0.24926104,12.48618785,0.016473415,0.012826509,0.019962942,0.080088496,-0.124468102,0.095770462,0.658800972,0.967587121,0.217644166,0.723908768,0.974671854,0.600946428,0.960855555,0.851700123
10.8,0.1401475,0.1825525,0.1215025,0.031935,0.0022075,-1.96505984,-1.700717476,-2.10782044,-3.444052692,-6.115894625,-0.508890355,-0.587987137,-0.474423713,-0.290355604,-0.163508376,7.135339553,5.477876227,8.230283328,31.31360576,453.0011325,0.767710659,1.153453633,4.388523563,63.48697622,1.302574074,1.502458797,5.716377016,82.69648924,0.866961594,0.665575656,3.804681384,55.0407701,0.227867069,0.174935977,0.262834098,14.46659117,0.015751262,0.012092412,0.01816835,0.069124785,-0.131406879,0.071259316,0.628840818,0.968985986,0.200786042,0.702220409,0.976104135,0.583739308,0.964311697,0.870689024
5.2,0.0932325,0.120595,0.066475,0.026765,0.003225,-2.372658906,-2.115317455,-2.710929342,-3.620660215,-5.736822329,-0.421468083,-0.472742282,-0.368877191,-0.276192722,-0.174312528,10.72587349,8.292217754,15.04324934,37.36222679,310.0775194,0.773104192,1.402519744,3.483373809,28.90930233,1.293486713,1.814140654,4.50569774,37.39379845,0.71300244,0.551225175,2.483654026,20.6124031,0.287078004,0.221941208,0.402632569,8.299224806,0.034590942,0.026742402,0.048514479,0.120493181,-0.127965299,0.16754066,0.553907373,0.933131172,0.289303469,0.636739957,0.947908254,0.425890176,0.907460545,0.784928309
5.8,0.074395,0.120155,0.0883375,0.069555,0.003005,-2.598366544,-2.118972703,-2.426590573,-2.665637472,-5.807477711,-0.384857172,-0.471926797,-0.412100834,-0.375144786,-0.172191793,13.44176356,8.32258333,11.32022074,14.37711164,332.7787022,0.619158587,0.842167822,1.06958522,24.75707155,1.6150951,1.360181124,1.727481849,39.98502496,1.187411788,0.735196205,1.270038099,29.3968386,0.934941864,0.578877284,0.787377954,23.14642263,0.040392499,0.025009363,0.034017263,0.04320322,-0.235209458,-0.085677415,0.033622786,0.922351421,0.152607408,0.266722893,0.951201689,0.118957519,0.934203684,0.917171996
97.2,0.0879525,0.1332175,0.09304,0.0551175,0.0066625,-2.430958383,-2.015772148,-2.374725771,-2.898288009,-5.011260489,-0.411360395,-0.496087815,-0.421101254,-0.345031273,-0.199550593,11.36977346,7.50652129,10.74806535,18.14305801,150.0938086,0.660217314,0.945319218,1.59572731,13.2011257,1.514652796,1.431830396,2.416972831,19.99512195,1.057843722,0.698406741,1.688030117,13.96472795,0.626673489,0.413740687,0.592406492,8.272795497,0.075751116,0.050012198,0.071608985,0.120878124,-0.204661573,-0.0281089,0.22950304,0.859166094,0.177574224,0.414686596,0.904739777,0.255960717,0.866352398,0.784315312
