Result Value,blue,green,red,NIR,SWIR1,SWIR2,SurfTempK,log(blue),log(green),log(red),log(NIR),log(SWIR1),log(SWIR2),log(SurfTempK),1/log(blue),1/log(green),1/log(red),1/log(NIR),1/log(SWIR1),1/log(SWIR2),1/log(SurfTempK),1/blue,1/green,1/red,1/NIR,1/SWIR1,1/SWIR2,1/SurfTempK,blue/green,blue/red,blue/NIR,blue/SWIR1,blue/SWIR2,blue/SurfTempK,green/blue,green/red,green/NIR,green/SWIR1,green/SWIR2,green/SurfTempK,red/blue,red/green,red/NIR,red/SWIR1,red/SWIR2,red/SurfTempK,NIR/blue,NIR/green,NIR/red,NIR/SWIR1,NIR/SWIR2,NIR/SurfTempK,SWIR1/blue,SWIR1/green,SWIR1/red,SWIR1/NIR,SWIR1/SWIR2,SWIR1/SurfTempK,SWIR2/blue,SWIR2/green,SWIR2/red,SWIR2/NIR,SWIR2/SWIR1,SWIR2/SurfTempK,SurfTempK/blue,SurfTempK/green,SurfTempK/red,SurfTempK/NIR,SurfTempK/SWIR1,SurfTempK/SWIR2,"ND(blue,green)","ND(blue,red)","ND(blue,NIR)","ND(blue,SWIR1)","ND(blue,SWIR2)","ND(blue,SurfTempK)","ND(green,red)","ND(green,NIR)","ND(green,SWIR1)","ND(green,SWIR2)","ND(green,SurfTempK)","ND(red,NIR)","ND(red,SWIR1)","ND(red,SWIR2)","ND(red,SurfTempK)","ND(NIR,SWIR1)","ND(NIR,SWIR2)","ND(NIR,SurfTempK)","ND(SWIR1,SWIR2)","ND(SWIR1,SurfTempK)","ND(SWIR2,SurfTempK)"
23.3,0.11262,0.1654475,0.1216675,0.036555,0.0050125,0.00295,295.9885321,-2.183735959,-1.799101355,-2.106463365,-3.308937303,-5.295820486,-5.825950109,5.690320711,-0.457930821,-0.555833054,-0.474729358,-0.302211831,-0.188828153,-0.171645823,0.175737019,8.87941751,6.044213421,8.219121787,27.35603885,199.5012469,338.9830508,0.003378509,0.680699315,0.925637496,3.080837095,22.46783042,38.17627119,0.000380488,1.469077429,1.359833152,4.525988237,33.00698254,56.08389831,0.000558966,1.08033653,0.735384336,3.328340856,24.27281796,41.24322034,0.000411055,0.324587107,0.220946222,0.300449997,7.29276808,12.39152542,0.000123501,0.04450808,0.03029662,0.041198348,0.137122145,1.699152542,1.69E-05,0.026194282,0.01783043,0.024246409,0.080700315,0.588528678,9.97E-06,2628.205755,1789.017858,2432.765793,8097.073781,59050.08121,100335.0956,-0.18998085,-0.038617084,0.509904475,0.914776954,0.948948689,-0.999239314,0.152482455,0.638073786,0.941188549,0.96496385,-0.998882693,0.537929182,0.920863593,0.952655125,-0.999178228,0.758826006,0.850651816,-0.999753028,0.259026688,-0.999966131,-0.999980067
23.3,0.11262,0.1654475,0.1216675,0.036555,0.0050125,0.00295,295.9885321,-2.183735959,-1.799101355,-2.106463365,-3.308937303,-5.295820486,-5.825950109,5.690320711,-0.457930821,-0.555833054,-0.474729358,-0.302211831,-0.188828153,-0.171645823,0.175737019,8.87941751,6.044213421,8.219121787,27.35603885,199.5012469,338.9830508,0.003378509,0.680699315,0.925637496,3.080837095,22.46783042,38.17627119,0.000380488,1.469077429,1.359833152,4.525988237,33.00698254,56.08389831,0.000558966,1.08033653,0.735384336,3.328340856,24.27281796,41.24322034,0.000411055,0.324587107,0.220946222,0.300449997,7.29276808,12.39152542,0.000123501,0.04450808,0.03029662,0.041198348,0.137122145,1.699152542,1.69E-05,0.026194282,0.01783043,0.024246409,0.080700315,0.588528678,9.97E-06,2628.205755,1789.017858,2432.765793,8097.073781,59050.08121,100335.0956,-0.18998085,-0.038617084,0.509904475,0.914776954,0.948948689,-0.999239314,0.152482455,0.638073786,0.941188549,0.96496385,-0.998882693,0.537929182,0.920863593,0.952655125,-0.999178228,0.758826006,0.850651816,-0.999753028,0.259026688,-0.999966131,-0.999980067
61.4,0.07082,0.122465,0.0879525,0.049095,0.0080375,0.0064425,294.7101926,-2.647613832,-2.099930004,-2.430958383,-3.013998082,-4.823637189,-5.044838615,5.685992476,-0.377698586,-0.476206349,-0.411360395,-0.331785214,-0.207312441,-0.198222396,0.175870792,14.120305,8.165598334,11.36977346,20.36867298,124.4167963,155.2192472,0.003393164,0.578287674,0.805207356,1.442509421,8.811197512,10.99262709,0.000240304,1.729243152,1.392399306,2.494449537,15.23670295,19.00892511,0.000415544,1.241916125,0.718184787,1.79147571,10.94276827,13.65192084,0.000298437,0.693236374,0.40089005,0.558199028,6.108242613,7.620488941,0.000166587,0.113491951,0.065630997,0.091384554,0.163713209,1.247574699,2.73E-05,0.090970065,0.052606867,0.073249765,0.131225176,0.80155521,2.19E-05,4161.397806,2406.485058,3350.788125,6002.855537,36666.89799,45744.69423,-0.267196109,-0.107905966,0.181169995,0.796151286,0.833230869,-0.999519508,0.164019152,0.427663791,0.876822283,0.900044606,-0.999169258,0.283533082,0.832534639,0.863499126,-0.999403304,0.718636503,0.767994598,-0.999666881,0.110151934,-0.999945456,-0.99995628
61.4,0.07082,0.122465,0.0879525,0.049095,0.0080375,0.0064425,294.7101926,-2.647613832,-2.099930004,-2.430958383,-3.013998082,-4.823637189,-5.044838615,5.685992476,-0.377698586,-0.476206349,-0.411360395,-0.331785214,-0.207312441,-0.198222396,0.175870792,14.120305,8.165598334,11.36977346,20.36867298,124.4167963,155.2192472,0.003393164,0.578287674,0.805207356,1.442509421,8.811197512,10.99262709,0.000240304,1.729243152,1.392399306,2.494449537,15.23670295,19.00892511,0.000415544,1.241916125,0.718184787,1.79147571,10.94276827,13.65192084,0.000298437,0.693236374,0.40089005,0.558199028,6.108242613,7.620488941,0.000166587,0.113491951,0.065630997,0.091384554,0.163713209,1.247574699,2.73E-05,0.090970065,0.052606867,0.073249765,0.131225176,0.80155521,2.19E-05,4161.397806,2406.485058,3350.788125,6002.855537,36666.89799,45744.69423,-0.267196109,-0.107905966,0.181169995,0.796151286,0.833230869,-0.999519508,0.164019152,0.427663791,0.876822283,0.900044606,-0.999169258,0.283533082,0.832534639,0.863499126,-0.999403304,0.718636503,0.767994598,-0.999666881,0.110151934,-0.999945456,-0.99995628
11.7,0.10404,0.154365,0.1183675,0.0392225,0.00515,0.006305,295.4963372,-2.262979838,-1.868435351,-2.133961087,-3.238504717,-5.268758564,-5.06641231,5.688656442,-0.441895232,-0.535207172,-0.468612106,-0.308784482,-0.189798031,-0.19737833,0.175788433,9.611687812,6.478152431,8.448264938,25.49557014,194.1747573,158.6042823,0.003384137,0.673986979,0.878957484,2.652559118,20.20194175,16.50118953,0.000352086,1.483708189,1.304116417,3.935623685,29.97378641,24.48295004,0.000522392,1.137711457,0.766802708,3.017846899,22.98398058,18.77359239,0.000400572,0.376994425,0.254089334,0.331362072,7.616019417,6.220856463,0.000132734,0.049500192,0.033362485,0.043508564,0.131302186,0.816812054,1.74E-05,0.060601692,0.040844751,0.05326631,0.16074957,1.224271845,2.13E-05,2840.218543,1914.270315,2496.431345,7533.847593,57377.92955,46866.98449,-0.194752424,-0.06442004,0.452438705,0.905669017,0.885722054,-0.999296077,0.131988304,0.594782721,0.93542927,0.921516151,-0.998955761,0.502220953,0.916611007,0.898855,-0.999199177,0.767874246,0.723024546,-0.999734567,-0.100829332,-0.999965144,-0.999957327
11.7,0.10404,0.154365,0.1183675,0.0392225,0.00515,0.006305,295.4963372,-2.262979838,-1.868435351,-2.133961087,-3.238504717,-5.268758564,-5.06641231,5.688656442,-0.441895232,-0.535207172,-0.468612106,-0.308784482,-0.189798031,-0.19737833,0.175788433,9.611687812,6.478152431,8.448264938,25.49557014,194.1747573,158.6042823,0.003384137,0.673986979,0.878957484,2.652559118,20.20194175,16.50118953,0.000352086,1.483708189,1.304116417,3.935623685,29.97378641,24.48295004,0.000522392,1.137711457,0.766802708,3.017846899,22.98398058,18.77359239,0.000400572,0.376994425,0.254089334,0.331362072,7.616019417,6.220856463,0.000132734,0.049500192,0.033362485,0.043508564,0.131302186,0.816812054,1.74E-05,0.060601692,0.040844751,0.05326631,0.16074957,1.224271845,2.13E-05,2840.218543,1914.270315,2496.431345,7533.847593,57377.92955,46866.98449,-0.194752424,-0.06442004,0.452438705,0.905669017,0.885722054,-0.999296077,0.131988304,0.594782721,0.93542927,0.921516151,-0.998955761,0.502220953,0.916611007,0.898855,-0.999199177,0.767874246,0.723024546,-0.999734567,-0.100829332,-0.999965144,-0.999957327
30.2,0.1225475,0.17499,0.133245,0.0427425,0.00801,0.0055625,294.4504231,-2.099256569,-1.74302645,-2.01556574,-3.152561538,-4.827064518,-5.191707631,5.685110646,-0.476359114,-0.573714759,-0.496138618,-0.317202373,-0.207165244,-0.192614853,0.175898072,8.160101185,5.714612264,7.504972044,23.39591741,124.8439451,179.7752809,0.003396157,0.700311446,0.919715562,2.867111189,15.29931336,22.03101124,0.000416191,1.427936106,1.313295058,4.094051588,21.84644195,31.4588764,0.000594294,1.087292682,0.761443511,3.117389016,16.63483146,23.9541573,0.000452521,0.348783125,0.244256815,0.320781268,5.336142322,7.684044944,0.00014516,0.06536241,0.045774044,0.060114826,0.187401298,1.44,2.72E-05,0.045390563,0.031787531,0.041746407,0.130139791,0.694444444,1.89E-05,2402.745246,1682.669999,2209.842194,6888.93778,36760.35244,52934.90752,-0.176255094,-0.041821007,0.482818077,0.877295445,0.913160565,-0.999167965,0.135432381,0.607385209,0.912459016,0.938383573,-0.998812119,0.514255274,0.886588085,0.919853034,-0.999095367,0.684350525,0.769692578,-0.999709722,0.180327869,-0.999945595,-0.999962218
30.2,0.1225475,0.17499,0.133245,0.0427425,0.00801,0.0055625,294.4504231,-2.099256569,-1.74302645,-2.01556574,-3.152561538,-4.827064518,-5.191707631,5.685110646,-0.476359114,-0.573714759,-0.496138618,-0.317202373,-0.207165244,-0.192614853,0.175898072,8.160101185,5.714612264,7.504972044,23.39591741,124.8439451,179.7752809,0.003396157,0.700311446,0.919715562,2.867111189,15.29931336,22.03101124,0.000416191,1.427936106,1.313295058,4.094051588,21.84644195,31.4588764,0.000594294,1.087292682,0.761443511,3.117389016,16.63483146,23.9541573,0.000452521,0.348783125,0.244256815,0.320781268,5.336142322,7.684044944,0.00014516,0.06536241,0.045774044,0.060114826,0.187401298,1.44,2.72E-05,0.045390563,0.031787531,0.041746407,0.130139791,0.694444444,1.89E-05,2402.745246,1682.669999,2209.842194,6888.93778,36760.35244,52934.90752,-0.176255094,-0.041821007,0.482818077,0.877295445,0.913160565,-0.999167965,0.135432381,0.607385209,0.912459016,0.938383573,-0.998812119,0.514255274,0.886588085,0.919853034,-0.999095367,0.684350525,0.769692578,-0.999709722,0.180327869,-0.999945595,-0.999962218
120,0.0339425,0.0655125,0.0440625,0.0346025,0.0035,0.003775,297.9094593,-3.383087362,-2.725514315,-3.122146198,-3.363829345,-5.65499231,-5.579354896,5.696789613,-0.295587992,-0.366903228,-0.320292496,-0.297280241,-0.1768349,-0.179232191,0.175537464,29.46158945,15.26426255,22.69503546,28.89964598,285.7142857,264.9006623,0.003356725,0.518107231,0.770326241,0.980926234,9.697857143,8.991390728,0.000113936,1.930102379,1.486808511,1.893288057,18.71785714,17.35430464,0.000219907,1.298151285,0.672581568,1.273390651,12.58928571,11.67218543,0.000147906,1.019444649,0.528181645,0.785304965,9.886428571,9.166225166,0.000116151,0.103115563,0.053424919,0.079432624,0.101148761,0.927152318,1.17E-05,0.1112175,0.057622591,0.085673759,0.109096164,1.078571429,1.27E-05,8776.886185,4547.368202,6761.065743,8609.477908,85116.98838,78916.41306,-0.317429993,-0.129735273,-0.009628711,0.813046672,0.799827666,-0.999772155,0.195756331,0.308744943,0.8985691,0.891033736,-0.999560282,0.120256785,0.85282523,0.842174027,-0.999704232,0.816285021,0.803270145,-0.999767725,-0.037800687,-0.999976503,-0.999974657
120,0.0339425,0.0655125,0.0440625,0.0346025,0.0035,0.003775,297.9094593,-3.383087362,-2.725514315,-3.122146198,-3.363829345,-5.65499231,-5.579354896,5.696789613,-0.295587992,-0.366903228,-0.320292496,-0.297280241,-0.1768349,-0.179232191,0.175537464,29.46158945,15.26426255,22.69503546,28.89964598,285.7142857,264.9006623,0.003356725,0.518107231,0.770326241,0.980926234,9.697857143,8.991390728,0.000113936,1.930102379,1.486808511,1.893288057,18.71785714,17.35430464,0.000219907,1.298151285,0.672581568,1.273390651,12.58928571,11.67218543,0.000147906,1.019444649,0.528181645,0.785304965,9.886428571,9.166225166,0.000116151,0.103115563,0.053424919,0.079432624,0.101148761,0.927152318,1.17E-05,0.1112175,0.057622591,0.085673759,0.109096164,1.078571429,1.27E-05,8776.886185,4547.368202,6761.065743,8609.477908,85116.98838,78916.41306,-0.317429993,-0.129735273,-0.009628711,0.813046672,0.799827666,-0.999772155,0.195756331,0.308744943,0.8985691,0.891033736,-0.999560282,0.120256785,0.85282523,0.842174027,-0.999704232,0.816285021,0.803270145,-0.999767725,-0.037800687,-0.999976503,-0.999974657
120,0.0339425,0.0655125,0.0440625,0.0346025,0.0035,0.003775,297.9094593,-3.383087362,-2.725514315,-3.122146198,-3.363829345,-5.65499231,-5.579354896,5.696789613,-0.295587992,-0.366903228,-0.320292496,-0.297280241,-0.1768349,-0.179232191,0.175537464,29.46158945,15.26426255,22.69503546,28.89964598,285.7142857,264.9006623,0.003356725,0.518107231,0.770326241,0.980926234,9.697857143,8.991390728,0.000113936,1.930102379,1.486808511,1.893288057,18.71785714,17.35430464,0.000219907,1.298151285,0.672581568,1.273390651,12.58928571,11.67218543,0.000147906,1.019444649,0.528181645,0.785304965,9.886428571,9.166225166,0.000116151,0.103115563,0.053424919,0.079432624,0.101148761,0.927152318,1.17E-05,0.1112175,0.057622591,0.085673759,0.109096164,1.078571429,1.27E-05,8776.886185,4547.368202,6761.065743,8609.477908,85116.98838,78916.41306,-0.317429993,-0.129735273,-0.009628711,0.813046672,0.799827666,-0.999772155,0.195756331,0.308744943,0.8985691,0.891033736,-0.999560282,0.120256785,0.85282523,0.842174027,-0.999704232,0.816285021,0.803270145,-0.999767725,-0.037800687,-0.999976503,-0.999974657
140.8,0.05674,0.09194,0.0585,0.02154,0.001575,0.004655,298.8220707,-2.86927585,-2.386619089,-2.838728525,-3.837843607,-6.453500007,-5.369813368,5.699848315,-0.348519993,-0.419002766,-0.352270388,-0.260562989,-0.154954676,-0.186226211,0.175443265,17.62425097,10.87665869,17.09401709,46.42525534,634.9206349,214.8227712,0.003346473,0.617141614,0.96991453,2.634168988,36.02539683,12.18904404,0.000189879,1.620373634,1.571623932,4.268337976,58.37460317,19.75080559,0.000307675,1.031018682,0.636284533,2.715877437,37.14285714,12.56713212,0.000195769,0.379626366,0.234283228,0.368205128,13.67619048,4.627282492,7.21E-05,0.027758195,0.017130737,0.026923077,0.073119777,0.338345865,5.27E-06,0.082040888,0.050630846,0.07957265,0.216109564,2.955555556,1.56E-05,5266.515168,3250.185672,5108.069584,13872.89093,189728.2988,64193.78532,-0.236750067,-0.015272475,0.449667859,0.945983023,0.848358987,-0.999620314,0.222281308,0.620373634,0.966315564,0.9036182,-0.99938484,0.461769115,0.947565543,0.85258491,-0.999608539,0.863724854,0.644588662,-0.999855844,-0.494382022,-0.999989459,-0.999968845
17.1,0.0958725,0.1239775,0.0770625,0.02231,0.0035,0.0058375,297.2224373,-2.344736095,-2.087655181,-2.563138498,-3.802720271,-5.65499231,-5.143452656,5.694480806,-0.426487229,-0.479006308,-0.39014669,-0.262969645,-0.1768349,-0.194421932,0.175608635,10.4305197,8.065979714,12.97648013,44.82294935,285.7142857,171.3062099,0.003364484,0.77330564,1.244087591,4.297288212,27.39214286,16.4235546,0.000322561,1.293149756,1.608791565,5.557037203,35.42214286,21.23811563,0.00041712,0.803801924,0.621584562,3.454168534,22.01785714,13.2012848,0.000259276,0.232704895,0.179952007,0.289505272,6.374285714,3.821841542,7.51E-05,0.036506819,0.028230929,0.04541768,0.156880323,0.599571734,1.18E-05,0.060888159,0.047085157,0.075750203,0.261653967,1.667857143,1.96E-05,3100.184488,2397.39015,3856.901052,13322.38625,84920.69637,50916.04922,-0.127837162,0.108769191,0.622448332,0.929557976,0.88521286,-0.999355085,0.23336152,0.694984192,0.945088349,0.910064322,-0.999166107,0.550982415,0.913110939,0.859167672,-0.999481583,0.728787292,0.585220712,-0.999849888,-0.250334672,-0.999976449,-0.99996072
17.1,0.0958725,0.1239775,0.0770625,0.02231,0.0035,0.0058375,297.2224373,-2.344736095,-2.087655181,-2.563138498,-3.802720271,-5.65499231,-5.143452656,5.694480806,-0.426487229,-0.479006308,-0.39014669,-0.262969645,-0.1768349,-0.194421932,0.175608635,10.4305197,8.065979714,12.97648013,44.82294935,285.7142857,171.3062099,0.003364484,0.77330564,1.244087591,4.297288212,27.39214286,16.4235546,0.000322561,1.293149756,1.608791565,5.557037203,35.42214286,21.23811563,0.00041712,0.803801924,0.621584562,3.454168534,22.01785714,13.2012848,0.000259276,0.232704895,0.179952007,0.289505272,6.374285714,3.821841542,7.51E-05,0.036506819,0.028230929,0.04541768,0.156880323,0.599571734,1.18E-05,0.060888159,0.047085157,0.075750203,0.261653967,1.667857143,1.96E-05,3100.184488,2397.39015,3856.901052,13322.38625,84920.69637,50916.04922,-0.127837162,0.108769191,0.622448332,0.929557976,0.88521286,-0.999355085,0.23336152,0.694984192,0.945088349,0.910064322,-0.999166107,0.550982415,0.913110939,0.859167672,-0.999481583,0.728787292,0.585220712,-0.999849888,-0.250334672,-0.999976449,-0.99996072
17.1,0.0958725,0.1239775,0.0770625,0.02231,0.0035,0.0058375,297.2224373,-2.344736095,-2.087655181,-2.563138498,-3.802720271,-5.65499231,-5.143452656,5.694480806,-0.426487229,-0.479006308,-0.39014669,-0.262969645,-0.1768349,-0.194421932,0.175608635,10.4305197,8.065979714,12.97648013,44.82294935,285.7142857,171.3062099,0.003364484,0.77330564,1.244087591,4.297288212,27.39214286,16.4235546,0.000322561,1.293149756,1.608791565,5.557037203,35.42214286,21.23811563,0.00041712,0.803801924,0.621584562,3.454168534,22.01785714,13.2012848,0.000259276,0.232704895,0.179952007,0.289505272,6.374285714,3.821841542,7.51E-05,0.036506819,0.028230929,0.04541768,0.156880323,0.599571734,1.18E-05,0.060888159,0.047085157,0.075750203,0.261653967,1.667857143,1.96E-05,3100.184488,2397.39015,3856.901052,13322.38625,84920.69637,50916.04922,-0.127837162,0.108769191,0.622448332,0.929557976,0.88521286,-0.999355085,0.23336152,0.694984192,0.945088349,0.910064322,-0.999166107,0.550982415,0.913110939,0.859167672,-0.999481583,0.728787292,0.585220712,-0.999849888,-0.250334672,-0.999976449,-0.99996072
60.9,0.0682075,0.100685,0.0611675,0.02022,0.003335,0.0046,298.2820235,-2.68520075,-2.295758448,-2.794139276,-3.901083065,-5.7032826,-5.381698975,5.698039427,-0.372411634,-0.435585896,-0.357891966,-0.256339069,-0.17533762,-0.185814927,0.175498961,14.6611443,9.931966033,16.34855111,49.45598417,299.850075,217.3913043,0.003352532,0.677434573,1.1150938,3.373269041,20.45202399,14.82771739,0.000228668,1.476157314,1.646053868,4.979475767,30.1904048,21.88804348,0.00033755,0.896785544,0.607513532,3.025098912,18.34107946,13.29728261,0.000205066,0.296448338,0.200824353,0.330567703,6.062968516,4.395652174,6.78E-05,0.048894916,0.033123107,0.054522418,0.164935707,0.725,1.12E-05,0.067441264,0.045687044,0.075203335,0.227497527,1.379310345,1.54E-05,4373.155789,2962.526926,4876.478906,14751.83103,89439.88711,64843.91815,-0.192296875,0.054415459,0.542676204,0.906768704,0.873639392,-0.999542769,0.244157489,0.665522518,0.935877716,0.912618132,-0.999325128,0.503117801,0.896593155,0.860113278,-0.999589952,0.716832944,0.629331185,-0.999864433,-0.15942029,-0.999977639,-0.999969157
60.9,0.0682075,0.100685,0.0611675,0.02022,0.003335,0.0046,298.2820235,-2.68520075,-2.295758448,-2.794139276,-3.901083065,-5.7032826,-5.381698975,5.698039427,-0.372411634,-0.435585896,-0.357891966,-0.256339069,-0.17533762,-0.185814927,0.175498961,14.6611443,9.931966033,16.34855111,49.45598417,299.850075,217.3913043,0.003352532,0.677434573,1.1150938,3.373269041,20.45202399,14.82771739,0.000228668,1.476157314,1.646053868,4.979475767,30.1904048,21.88804348,0.00033755,0.896785544,0.607513532,3.025098912,18.34107946,13.29728261,0.000205066,0.296448338,0.200824353,0.330567703,6.062968516,4.395652174,6.78E-05,0.048894916,0.033123107,0.054522418,0.164935707,0.725,1.12E-05,0.067441264,0.045687044,0.075203335,0.227497527,1.379310345,1.54E-05,4373.155789,2962.526926,4876.478906,14751.83103,89439.88711,64843.91815,-0.192296875,0.054415459,0.542676204,0.906768704,0.873639392,-0.999542769,0.244157489,0.665522518,0.935877716,0.912618132,-0.999325128,0.503117801,0.896593155,0.860113278,-0.999589952,0.716832944,0.629331185,-0.999864433,-0.15942029,-0.999977639,-0.999969157
60.9,0.0682075,0.100685,0.0611675,0.02022,0.003335,0.0046,298.2820235,-2.68520075,-2.295758448,-2.794139276,-3.901083065,-5.7032826,-5.381698975,5.698039427,-0.372411634,-0.435585896,-0.357891966,-0.256339069,-0.17533762,-0.185814927,0.175498961,14.6611443,9.931966033,16.34855111,49.45598417,299.850075,217.3913043,0.003352532,0.677434573,1.1150938,3.373269041,20.45202399,14.82771739,0.000228668,1.476157314,1.646053868,4.979475767,30.1904048,21.88804348,0.00033755,0.896785544,0.607513532,3.025098912,18.34107946,13.29728261,0.000205066,0.296448338,0.200824353,0.330567703,6.062968516,4.395652174,6.78E-05,0.048894916,0.033123107,0.054522418,0.164935707,0.725,1.12E-05,0.067441264,0.045687044,0.075203335,0.227497527,1.379310345,1.54E-05,4373.155789,2962.526926,4876.478906,14751.83103,89439.88711,64843.91815,-0.192296875,0.054415459,0.542676204,0.906768704,0.873639392,-0.999542769,0.244157489,0.665522518,0.935877716,0.912618132,-0.999325128,0.503117801,0.896593155,0.860113278,-0.999589952,0.716832944,0.629331185,-0.999864433,-0.15942029,-0.999977639,-0.999969157
146.2,0.03617,0.0642475,0.040845,0.0208525,0.00394,0.00394,298.370892,-3.319525233,-2.745012466,-3.197970864,-3.870281434,-5.536574556,-5.536574556,5.698337317,-0.301247898,-0.36429707,-0.312698284,-0.258379143,-0.180617093,-0.180617093,0.175489787,27.64722145,15.56480797,24.48280083,47.95588059,253.8071066,253.8071066,0.003351533,0.562979104,0.885542906,1.734564201,9.180203046,9.180203046,0.000121225,1.77626486,1.572958746,3.081045438,16.30647208,16.30647208,0.000215328,1.12925076,0.635744582,1.958757943,10.36675127,10.36675127,0.000136893,0.576513685,0.324565158,0.510527604,5.29251269,5.29251269,6.99E-05,0.108930053,0.061325343,0.096462235,0.18894617,1,1.32E-05,0.108930053,0.061325343,0.096462235,0.18894617,1,1.32E-05,8249.126127,4644.085638,7304.955124,14308.63887,75728.6528,75728.6528,-0.279607638,-0.060702461,0.268622035,0.803540264,0.803540264,-0.999757579,0.222684778,0.509929495,0.884436297,0.884436297,-0.999569437,0.324040682,0.82404823,0.82404823,-0.999726251,0.682161944,0.682161944,-0.999860234,0,-0.99997359,-0.99997359
146.2,0.03617,0.0642475,0.040845,0.0208525,0.00394,0.00394,298.370892,-3.319525233,-2.745012466,-3.197970864,-3.870281434,-5.536574556,-5.536574556,5.698337317,-0.301247898,-0.36429707,-0.312698284,-0.258379143,-0.180617093,-0.180617093,0.175489787,27.64722145,15.56480797,24.48280083,47.95588059,253.8071066,253.8071066,0.003351533,0.562979104,0.885542906,1.734564201,9.180203046,9.180203046,0.000121225,1.77626486,1.572958746,3.081045438,16.30647208,16.30647208,0.000215328,1.12925076,0.635744582,1.958757943,10.36675127,10.36675127,0.000136893,0.576513685,0.324565158,0.510527604,5.29251269,5.29251269,6.99E-05,0.108930053,0.061325343,0.096462235,0.18894617,1,1.32E-05,0.108930053,0.061325343,0.096462235,0.18894617,1,1.32E-05,8249.126127,4644.085638,7304.955124,14308.63887,75728.6528,75728.6528,-0.279607638,-0.060702461,0.268622035,0.803540264,0.803540264,-0.999757579,0.222684778,0.509929495,0.884436297,0.884436297,-0.999569437,0.324040682,0.82404823,0.82404823,-0.999726251,0.682161944,0.682161944,-0.999860234,0,-0.99997359,-0.99997359
146.2,0.03617,0.0642475,0.040845,0.0208525,0.00394,0.00394,298.370892,-3.319525233,-2.745012466,-3.197970864,-3.870281434,-5.536574556,-5.536574556,5.698337317,-0.301247898,-0.36429707,-0.312698284,-0.258379143,-0.180617093,-0.180617093,0.175489787,27.64722145,15.56480797,24.48280083,47.95588059,253.8071066,253.8071066,0.003351533,0.562979104,0.885542906,1.734564201,9.180203046,9.180203046,0.000121225,1.77626486,1.572958746,3.081045438,16.30647208,16.30647208,0.000215328,1.12925076,0.635744582,1.958757943,10.36675127,10.36675127,0.000136893,0.576513685,0.324565158,0.510527604,5.29251269,5.29251269,6.99E-05,0.108930053,0.061325343,0.096462235,0.18894617,1,1.32E-05,0.108930053,0.061325343,0.096462235,0.18894617,1,1.32E-05,8249.126127,4644.085638,7304.955124,14308.63887,75728.6528,75728.6528,-0.279607638,-0.060702461,0.268622035,0.803540264,0.803540264,-0.999757579,0.222684778,0.509929495,0.884436297,0.884436297,-0.999569437,0.324040682,0.82404823,0.82404823,-0.999726251,0.682161944,0.682161944,-0.999860234,0,-0.99997359,-0.99997359
22.7,0.096505,0.131375,0.0988975,0.028305,0.00383,0.0036375,297.2326914,-2.338160459,-2.02969945,-2.313671319,-3.564716811,-5.564890476,-5.616458646,5.694515305,-0.427686644,-0.492683781,-0.432213509,-0.280527193,-0.179698056,-0.178048137,0.175607571,10.3621574,7.611798287,10.11147906,35.32944709,261.0966057,274.9140893,0.003364367,0.734576594,0.975808286,3.409468292,25.19712794,26.53058419,0.000324678,1.361328429,1.328395561,4.641406112,34.30156658,36.11683849,0.000441994,1.024791462,0.752787821,3.493993994,25.82180157,27.18831615,0.000332728,0.293300865,0.215451951,0.286205415,7.390339426,7.781443299,9.52E-05,0.039687063,0.029153187,0.038726965,0.135311782,1.052920962,1.29E-05,0.037692348,0.027687916,0.036780505,0.128510864,0.949738903,1.22E-05,3079.971933,2262.475291,3005.462134,10501.06664,77606.44683,81713.45467,-0.153019133,-0.012243958,0.546430574,0.923655753,0.927353521,-0.999350854,0.141039421,0.645478457,0.94334529,0.9461161,-0.999116403,0.554961577,0.925433793,0.929048618,-0.999334766,0.761630621,0.772247006,-0.999809561,0.025778373,-0.999974229,-0.999975525
22.7,0.096505,0.131375,0.0988975,0.028305,0.00383,0.0036375,297.2326914,-2.338160459,-2.02969945,-2.313671319,-3.564716811,-5.564890476,-5.616458646,5.694515305,-0.427686644,-0.492683781,-0.432213509,-0.280527193,-0.179698056,-0.178048137,0.175607571,10.3621574,7.611798287,10.11147906,35.32944709,261.0966057,274.9140893,0.003364367,0.734576594,0.975808286,3.409468292,25.19712794,26.53058419,0.000324678,1.361328429,1.328395561,4.641406112,34.30156658,36.11683849,0.000441994,1.024791462,0.752787821,3.493993994,25.82180157,27.18831615,0.000332728,0.293300865,0.215451951,0.286205415,7.390339426,7.781443299,9.52E-05,0.039687063,0.029153187,0.038726965,0.135311782,1.052920962,1.29E-05,0.037692348,0.027687916,0.036780505,0.128510864,0.949738903,1.22E-05,3079.971933,2262.475291,3005.462134,10501.06664,77606.44683,81713.45467,-0.153019133,-0.012243958,0.546430574,0.923655753,0.927353521,-0.999350854,0.141039421,0.645478457,0.94334529,0.9461161,-0.999116403,0.554961577,0.925433793,0.929048618,-0.999334766,0.761630621,0.772247006,-0.999809561,0.025778373,-0.999974229,-0.999975525
