Result Value,blue,green,red,NIR,SWIR1,SWIR2,SurfTempK,log(blue),log(green),log(red),log(NIR),log(SWIR1),log(SWIR2),log(SurfTempK),1/log(blue),1/log(green),1/log(red),1/log(NIR),1/log(SWIR1),1/log(SWIR2),1/log(SurfTempK),1/blue,1/green,1/red,1/NIR,1/SWIR1,1/SWIR2,1/SurfTempK,blue/green,blue/red,blue/NIR,blue/SWIR1,blue/SWIR2,blue/SurfTempK,green/blue,green/red,green/NIR,green/SWIR1,green/SWIR2,green/SurfTempK,red/blue,red/green,red/NIR,red/SWIR1,red/SWIR2,red/SurfTempK,NIR/blue,NIR/green,NIR/red,NIR/SWIR1,NIR/SWIR2,NIR/SurfTempK,SWIR1/blue,SWIR1/green,SWIR1/red,SWIR1/NIR,SWIR1/SWIR2,SWIR1/SurfTempK,SWIR2/blue,SWIR2/green,SWIR2/red,SWIR2/NIR,SWIR2/SWIR1,SWIR2/SurfTempK,SurfTempK/blue,SurfTempK/green,SurfTempK/red,SurfTempK/NIR,SurfTempK/SWIR1,SurfTempK/SWIR2,"ND(blue,green)","ND(blue,red)","ND(blue,NIR)","ND(blue,SWIR1)","ND(blue,SWIR2)","ND(blue,SurfTempK)","ND(green,red)","ND(green,NIR)","ND(green,SWIR1)","ND(green,SWIR2)","ND(green,SurfTempK)","ND(red,NIR)","ND(red,SWIR1)","ND(red,SWIR2)","ND(red,SurfTempK)","ND(NIR,SWIR1)","ND(NIR,SWIR2)","ND(NIR,SurfTempK)","ND(SWIR1,SWIR2)","ND(SWIR1,SurfTempK)","ND(SWIR2,SurfTempK)"
5.8,0.142485,0.1906375,0.14199,0.03782,0.0169475,0.01593,291.1178536,-1.948518548,-1.65738156,-1.951998646,-3.274917216,-4.077634949,-4.139551155,5.67372818,-0.513210409,-0.603361365,-0.512295437,-0.30535123,-0.245240197,-0.241572084,0.176250953,7.018282626,5.245557668,7.042749489,26.44103649,59.00575306,62.77463905,0.003435035,0.747413284,1.003486161,3.767451084,8.407434725,8.944444444,0.000489441,1.337947854,1.342612156,5.040653094,11.24870925,11.96720025,0.000654846,0.99652595,0.744816733,3.754362771,8.378226877,8.913370998,0.000487741,0.265431449,0.198386991,0.266356786,2.231597581,2.374136849,0.000129913,0.118942345,0.088899089,0.119356997,0.448109466,1.063873195,5.82E-05,0.111801242,0.083561734,0.112190999,0.421205711,0.939961646,5.47E-05,2043.147374,1527.075489,2050.270115,7697.457789,17177.62818,18274.81818,-0.144548927,0.001740047,0.580488617,0.787402192,0.798882682,-0.999021597,0.146252189,0.668909972,0.836717489,0.845764702,-0.998691164,0.579333741,0.786740071,0.79825228,-0.999024994,0.38111106,0.407255814,-0.999740208,0.030948217,-0.999883576,-0.999890566
5.68,0.142485,0.1906375,0.14199,0.03782,0.0169475,0.01593,291.1178536,-1.948518548,-1.65738156,-1.951998646,-3.274917216,-4.077634949,-4.139551155,5.67372818,-0.513210409,-0.603361365,-0.512295437,-0.30535123,-0.245240197,-0.241572084,0.176250953,7.018282626,5.245557668,7.042749489,26.44103649,59.00575306,62.77463905,0.003435035,0.747413284,1.003486161,3.767451084,8.407434725,8.944444444,0.000489441,1.337947854,1.342612156,5.040653094,11.24870925,11.96720025,0.000654846,0.99652595,0.744816733,3.754362771,8.378226877,8.913370998,0.000487741,0.265431449,0.198386991,0.266356786,2.231597581,2.374136849,0.000129913,0.118942345,0.088899089,0.119356997,0.448109466,1.063873195,5.82E-05,0.111801242,0.083561734,0.112190999,0.421205711,0.939961646,5.47E-05,2043.147374,1527.075489,2050.270115,7697.457789,17177.62818,18274.81818,-0.144548927,0.001740047,0.580488617,0.787402192,0.798882682,-0.999021597,0.146252189,0.668909972,0.836717489,0.845764702,-0.998691164,0.579333741,0.786740071,0.79825228,-0.999024994,0.38111106,0.407255814,-0.999740208,0.030948217,-0.999883576,-0.999890566
6.16,0.142485,0.1906375,0.14199,0.03782,0.0169475,0.01593,291.1178536,-1.948518548,-1.65738156,-1.951998646,-3.274917216,-4.077634949,-4.139551155,5.67372818,-0.513210409,-0.603361365,-0.512295437,-0.30535123,-0.245240197,-0.241572084,0.176250953,7.018282626,5.245557668,7.042749489,26.44103649,59.00575306,62.77463905,0.003435035,0.747413284,1.003486161,3.767451084,8.407434725,8.944444444,0.000489441,1.337947854,1.342612156,5.040653094,11.24870925,11.96720025,0.000654846,0.99652595,0.744816733,3.754362771,8.378226877,8.913370998,0.000487741,0.265431449,0.198386991,0.266356786,2.231597581,2.374136849,0.000129913,0.118942345,0.088899089,0.119356997,0.448109466,1.063873195,5.82E-05,0.111801242,0.083561734,0.112190999,0.421205711,0.939961646,5.47E-05,2043.147374,1527.075489,2050.270115,7697.457789,17177.62818,18274.81818,-0.144548927,0.001740047,0.580488617,0.787402192,0.798882682,-0.999021597,0.146252189,0.668909972,0.836717489,0.845764702,-0.998691164,0.579333741,0.786740071,0.79825228,-0.999024994,0.38111106,0.407255814,-0.999740208,0.030948217,-0.999883576,-0.999890566
3.8,0.142485,0.1906375,0.14199,0.03782,0.0169475,0.01593,291.1178536,-1.948518548,-1.65738156,-1.951998646,-3.274917216,-4.077634949,-4.139551155,5.67372818,-0.513210409,-0.603361365,-0.512295437,-0.30535123,-0.245240197,-0.241572084,0.176250953,7.018282626,5.245557668,7.042749489,26.44103649,59.00575306,62.77463905,0.003435035,0.747413284,1.003486161,3.767451084,8.407434725,8.944444444,0.000489441,1.337947854,1.342612156,5.040653094,11.24870925,11.96720025,0.000654846,0.99652595,0.744816733,3.754362771,8.378226877,8.913370998,0.000487741,0.265431449,0.198386991,0.266356786,2.231597581,2.374136849,0.000129913,0.118942345,0.088899089,0.119356997,0.448109466,1.063873195,5.82E-05,0.111801242,0.083561734,0.112190999,0.421205711,0.939961646,5.47E-05,2043.147374,1527.075489,2050.270115,7697.457789,17177.62818,18274.81818,-0.144548927,0.001740047,0.580488617,0.787402192,0.798882682,-0.999021597,0.146252189,0.668909972,0.836717489,0.845764702,-0.998691164,0.579333741,0.786740071,0.79825228,-0.999024994,0.38111106,0.407255814,-0.999740208,0.030948217,-0.999883576,-0.999890566
22.8,0.064,0.099585,0.0838,0.06301,0.0031425,0.0030325,283.1265228,-2.748872196,-2.306743728,-2.479322271,-2.764461835,-5.762736617,-5.798367917,5.645893875,-0.363785556,-0.433511529,-0.403336029,-0.361734059,-0.173528666,-0.172462323,0.177119872,15.625,10.04167294,11.93317422,15.87049675,318.2179793,329.7609233,0.00353199,0.642667068,0.76372315,1.015711792,20.36595068,21.10469909,0.000226047,1.556015625,1.188365155,1.580463419,31.68973747,32.83924155,0.000351733,1.309375,0.841492193,1.329947627,26.66666667,27.63396538,0.000295981,0.98453125,0.632725812,0.751909308,20.05091488,20.77823578,0.000222551,0.049101562,0.031555957,0.0375,0.049873036,1.036273702,1.11E-05,0.047382812,0.030451373,0.036187351,0.048127281,0.964996022,1.07E-05,4423.851919,2843.063944,3378.598124,4493.358559,90095.94998,93364.06358,-0.21753217,-0.133964817,0.007794662,0.906393119,0.909521501,-0.999548007,0.086075742,0.224945417,0.938818719,0.94089702,-0.999296781,0.141611607,0.927710843,0.930152881,-0.999408214,0.904992253,0.908165197,-0.999554998,0.017813765,-0.999977802,-0.999978579
34.9,0.064,0.099585,0.0838,0.06301,0.0031425,0.0030325,283.1265228,-2.748872196,-2.306743728,-2.479322271,-2.764461835,-5.762736617,-5.798367917,5.645893875,-0.363785556,-0.433511529,-0.403336029,-0.361734059,-0.173528666,-0.172462323,0.177119872,15.625,10.04167294,11.93317422,15.87049675,318.2179793,329.7609233,0.00353199,0.642667068,0.76372315,1.015711792,20.36595068,21.10469909,0.000226047,1.556015625,1.188365155,1.580463419,31.68973747,32.83924155,0.000351733,1.309375,0.841492193,1.329947627,26.66666667,27.63396538,0.000295981,0.98453125,0.632725812,0.751909308,20.05091488,20.77823578,0.000222551,0.049101562,0.031555957,0.0375,0.049873036,1.036273702,1.11E-05,0.047382812,0.030451373,0.036187351,0.048127281,0.964996022,1.07E-05,4423.851919,2843.063944,3378.598124,4493.358559,90095.94998,93364.06358,-0.21753217,-0.133964817,0.007794662,0.906393119,0.909521501,-0.999548007,0.086075742,0.224945417,0.938818719,0.94089702,-0.999296781,0.141611607,0.927710843,0.930152881,-0.999408214,0.904992253,0.908165197,-0.999554998,0.017813765,-0.999977802,-0.999978579
222,0.0265175,0.054925,0.0325125,0.0294325,0.0021525,0.004215,297.5950015,-3.629950387,-2.901786661,-3.426130648,-3.525655773,-6.141125322,-5.469105688,5.695733507,-0.275485859,-0.344615272,-0.29187445,-0.283635177,-0.162836605,-0.182845251,0.175570012,37.7109456,18.20664543,30.757401,33.97604689,464.5760743,237.2479241,0.003360271,0.48279472,0.815609381,0.900959823,12.31939605,6.291221827,8.91E-05,2.071273687,1.68935025,1.866134375,25.51684088,13.03084223,0.000184563,1.226077119,0.591943559,1.104646224,15.10452962,7.713523132,0.000109251,1.109927406,0.535867091,0.905267205,13.67363531,6.982799526,9.89E-05,0.08117281,0.039189804,0.066205306,0.073133441,0.510676157,7.23E-06,0.158951636,0.07674101,0.129642445,0.143209038,1.958188153,1.42E-05,11222.58891,5418.206672,9153.248796,10111.10172,138255.5175,70603.79632,-0.348804371,-0.10155853,-0.052100089,0.849843042,0.725697551,-0.999821804,0.256325947,0.302196011,0.924576234,0.857456882,-0.999630942,0.049721527,0.875811337,0.770471717,-0.999781522,0.863701124,0.749461327,-0.999802217,-0.323910483,-0.999985534,-0.999971673
273,0.0265175,0.054925,0.0325125,0.0294325,0.0021525,0.004215,297.5950015,-3.629950387,-2.901786661,-3.426130648,-3.525655773,-6.141125322,-5.469105688,5.695733507,-0.275485859,-0.344615272,-0.29187445,-0.283635177,-0.162836605,-0.182845251,0.175570012,37.7109456,18.20664543,30.757401,33.97604689,464.5760743,237.2479241,0.003360271,0.48279472,0.815609381,0.900959823,12.31939605,6.291221827,8.91E-05,2.071273687,1.68935025,1.866134375,25.51684088,13.03084223,0.000184563,1.226077119,0.591943559,1.104646224,15.10452962,7.713523132,0.000109251,1.109927406,0.535867091,0.905267205,13.67363531,6.982799526,9.89E-05,0.08117281,0.039189804,0.066205306,0.073133441,0.510676157,7.23E-06,0.158951636,0.07674101,0.129642445,0.143209038,1.958188153,1.42E-05,11222.58891,5418.206672,9153.248796,10111.10172,138255.5175,70603.79632,-0.348804371,-0.10155853,-0.052100089,0.849843042,0.725697551,-0.999821804,0.256325947,0.302196011,0.924576234,0.857456882,-0.999630942,0.049721527,0.875811337,0.770471717,-0.999781522,0.863701124,0.749461327,-0.999802217,-0.323910483,-0.999985534,-0.999971673
4.75,0.10525,0.1399275,0.0845975,0.0210175,0.00889,0.00207,295.8210491,-2.251416806,-1.966630848,-2.469850564,-3.862399855,-4.722828229,-6.180206672,5.689754708,-0.444164758,-0.508483837,-0.404882795,-0.258906389,-0.211737533,-0.161806887,0.175754501,9.501187648,7.146558039,11.82068028,47.57939812,112.4859393,483.0917874,0.003380422,0.752175234,1.244126599,5.007731652,11.83914511,50.84541063,0.000355789,1.329477435,1.65403824,6.657666231,15.73987627,67.59782609,0.000473014,0.803776722,0.604580944,4.025098133,9.516029246,40.86835749,0.000285975,0.199691211,0.150202784,0.248441148,2.364173228,10.15338164,7.10E-05,0.084465558,0.063532901,0.105085848,0.422980849,4.29468599,3.01E-05,0.019667458,0.014793375,0.024468808,0.098489354,0.232845894,7.00E-06,2810.651298,2114.102297,3496.806042,14074.98747,33275.70856,142908.7194,-0.141438346,0.108784682,0.66709565,0.844226389,0.961423779,-0.999288674,0.246431355,0.738823822,0.880524804,0.970844557,-0.999054419,0.601997822,0.809814146,0.952231229,-0.999428213,0.405500293,0.820682187,-0.999857914,0.622262774,-0.999939898,-0.999986005
3.55,0.10525,0.1399275,0.0845975,0.0210175,0.00889,0.00207,295.8210491,-2.251416806,-1.966630848,-2.469850564,-3.862399855,-4.722828229,-6.180206672,5.689754708,-0.444164758,-0.508483837,-0.404882795,-0.258906389,-0.211737533,-0.161806887,0.175754501,9.501187648,7.146558039,11.82068028,47.57939812,112.4859393,483.0917874,0.003380422,0.752175234,1.244126599,5.007731652,11.83914511,50.84541063,0.000355789,1.329477435,1.65403824,6.657666231,15.73987627,67.59782609,0.000473014,0.803776722,0.604580944,4.025098133,9.516029246,40.86835749,0.000285975,0.199691211,0.150202784,0.248441148,2.364173228,10.15338164,7.10E-05,0.084465558,0.063532901,0.105085848,0.422980849,4.29468599,3.01E-05,0.019667458,0.014793375,0.024468808,0.098489354,0.232845894,7.00E-06,2810.651298,2114.102297,3496.806042,14074.98747,33275.70856,142908.7194,-0.141438346,0.108784682,0.66709565,0.844226389,0.961423779,-0.999288674,0.246431355,0.738823822,0.880524804,0.970844557,-0.999054419,0.601997822,0.809814146,0.952231229,-0.999428213,0.405500293,0.820682187,-0.999857914,0.622262774,-0.999939898,-0.999986005
3.55,0.1130875,0.1493875,0.091555,0.0144175,0.001465,0.0034175,296.2380475,-2.179593424,-1.901211678,-2.390815394,-4.239312532,-6.525900037,-5.678845989,5.691163346,-0.458801164,-0.525980359,-0.418267342,-0.235887303,-0.153235568,-0.176092115,0.175711,8.842710291,6.694000502,10.92239637,69.36015259,682.5938567,292.6115582,0.003375664,0.757007782,1.2351865,7.843766256,77.19283276,33.09070958,0.000381745,1.320990384,1.631669488,10.3615398,101.9709898,43.71250914,0.000504282,0.809594341,0.612869216,6.350268771,62.49488055,26.79005121,0.000309059,0.127489776,0.096510752,0.15747365,9.841296928,4.21872714,4.87E-05,0.012954571,0.009806711,0.016001311,0.101612624,0.428675933,4.95E-06,0.030219962,0.022876747,0.03732729,0.237038321,2.332764505,1.15E-05,2619.547231,1983.017639,3235.629376,20547.11618,202210.2714,86682.67668,-0.138298886,0.105220079,0.773852006,0.974422208,0.94133299,-0.999236801,0.240026147,0.823967522,0.980577054,0.955269788,-0.998991944,0.727901106,0.968501398,0.928031799,-0.999382073,0.815520227,0.616764788,-0.999902667,-0.399897593,-0.999990109,-0.999976928
4.85,0.1120425,0.152825,0.1113275,0.020165,0.007405,0.0034725,296.1731052,-2.188877015,-1.878461803,-2.195278971,-3.903806851,-4.905599831,-5.662880483,5.690944098,-0.45685527,-0.532350457,-0.455522971,-0.256160214,-0.20384867,-0.176588576,0.175717769,8.92518464,6.54343203,8.982506568,49.59087528,135.0438893,287.9769618,0.003376404,0.733142483,1.006422492,5.556285643,15.13065496,32.26565875,0.000378301,1.363991343,1.372751566,7.578725515,20.63808238,44.01007919,0.000515999,0.993618493,0.728463929,5.520828168,15.03409858,32.05975522,0.000375887,0.179976348,0.131948307,0.181132245,2.723160027,5.807055436,6.81E-05,0.066090992,0.048454114,0.066515461,0.367220431,2.132469402,2.50E-05,0.030992704,0.022722068,0.031191754,0.172204314,0.468939905,1.17E-05,2643.399649,1937.988583,2660.376863,14687.48352,39996.36802,85291.031,-0.153973213,0.003200967,0.694949228,0.876012474,0.939877938,-0.999243685,0.157096753,0.766865137,0.907570368,0.955565508,-0.998968534,0.693290492,0.875265829,0.939503484,-0.999248509,0.462821908,0.706187203,-0.999863839,0.361526086,-0.999949997,-0.999976551
4.15,0.1120425,0.152825,0.1113275,0.020165,0.007405,0.0034725,296.1731052,-2.188877015,-1.878461803,-2.195278971,-3.903806851,-4.905599831,-5.662880483,5.690944098,-0.45685527,-0.532350457,-0.455522971,-0.256160214,-0.20384867,-0.176588576,0.175717769,8.92518464,6.54343203,8.982506568,49.59087528,135.0438893,287.9769618,0.003376404,0.733142483,1.006422492,5.556285643,15.13065496,32.26565875,0.000378301,1.363991343,1.372751566,7.578725515,20.63808238,44.01007919,0.000515999,0.993618493,0.728463929,5.520828168,15.03409858,32.05975522,0.000375887,0.179976348,0.131948307,0.181132245,2.723160027,5.807055436,6.81E-05,0.066090992,0.048454114,0.066515461,0.367220431,2.132469402,2.50E-05,0.030992704,0.022722068,0.031191754,0.172204314,0.468939905,1.17E-05,2643.399649,1937.988583,2660.376863,14687.48352,39996.36802,85291.031,-0.153973213,0.003200967,0.694949228,0.876012474,0.939877938,-0.999243685,0.157096753,0.766865137,0.907570368,0.955565508,-0.998968534,0.693290492,0.875265829,0.939503484,-0.999248509,0.462821908,0.706187203,-0.999863839,0.361526086,-0.999949997,-0.999976551
2.95,0.12637,0.16707,0.1144075,0.020935,0.0023175,0.0012175,295.0759207,-2.068541167,-1.789342393,-2.167988643,-3.86633288,-6.067266261,-6.710955703,5.687232682,-0.483432487,-0.558864533,-0.461257029,-0.258643017,-0.164818875,-0.149010073,0.17583244,7.913270555,5.985515054,8.740685707,47.76689754,431.4994606,821.3552361,0.003388958,0.756389537,1.104560453,6.036302842,54.52858684,103.7946612,0.000428263,1.322070112,1.460306361,7.980415572,72.09061489,137.2238193,0.000566193,0.905337501,0.684787813,5.46489133,49.36677454,93.96919918,0.000387722,0.165664319,0.125306758,0.182986255,9.033441208,17.19507187,7.09E-05,0.018339005,0.013871431,0.020256539,0.110699785,1.90349076,7.85E-06,0.009634407,0.007287365,0.010641785,0.058156198,0.525350593,4.13E-06,2335.015595,1766.181366,2579.165883,14094.86127,127325.1006,242362.1526,-0.138699564,0.049682798,0.715759818,0.963982516,0.980915058,-0.999143841,0.187093107,0.777293157,0.972636706,0.985530714,-0.998868254,0.690636718,0.960291283,0.978940541,-0.999224856,0.800666595,0.890080126,-0.999858114,0.311173975,-0.999984292,-0.999991748
51,0.04508,0.077255,0.0546775,0.0342725,0.016425,0.0135925,296.6345379,-3.09931659,-2.56064364,-2.906302989,-3.373411996,-4.108950715,-4.298237109,5.692500869,-0.322651775,-0.390526813,-0.344079748,-0.296435775,-0.243371135,-0.232653522,0.175669714,22.18278616,12.94414601,18.28905857,29.17791232,60.88280061,73.56998345,0.003371152,0.583522102,0.82447076,1.315340287,2.744596651,3.316534854,0.000151972,1.713731145,1.41292122,2.254139616,4.703500761,5.683649071,0.000260438,1.21289929,0.707753543,1.595375301,3.32891933,4.02262277,0.000184326,0.760259539,0.443628244,0.62681176,2.086605784,2.521427258,0.000115538,0.364352263,0.212607598,0.300397787,0.47924721,1.208386978,5.54E-05,0.301519521,0.175943305,0.248594029,0.396600773,0.827549467,4.58E-05,6580.18052,3839.68077,5425.166437,8655.176537,18059.94142,21823.39804,-0.263007316,-0.096208305,0.136196087,0.465897082,0.536665388,-0.999696103,0.171129176,0.38539822,0.649338173,0.700762266,-0.999479259,0.229398539,0.537990929,0.60180167,-0.999631416,0.352039055,0.43204847,-0.999768951,0.094361622,-0.999889264,-0.999908359
62,0.04508,0.077255,0.0546775,0.0342725,0.016425,0.0135925,296.6345379,-3.09931659,-2.56064364,-2.906302989,-3.373411996,-4.108950715,-4.298237109,5.692500869,-0.322651775,-0.390526813,-0.344079748,-0.296435775,-0.243371135,-0.232653522,0.175669714,22.18278616,12.94414601,18.28905857,29.17791232,60.88280061,73.56998345,0.003371152,0.583522102,0.82447076,1.315340287,2.744596651,3.316534854,0.000151972,1.713731145,1.41292122,2.254139616,4.703500761,5.683649071,0.000260438,1.21289929,0.707753543,1.595375301,3.32891933,4.02262277,0.000184326,0.760259539,0.443628244,0.62681176,2.086605784,2.521427258,0.000115538,0.364352263,0.212607598,0.300397787,0.47924721,1.208386978,5.54E-05,0.301519521,0.175943305,0.248594029,0.396600773,0.827549467,4.58E-05,6580.18052,3839.68077,5425.166437,8655.176537,18059.94142,21823.39804,-0.263007316,-0.096208305,0.136196087,0.465897082,0.536665388,-0.999696103,0.171129176,0.38539822,0.649338173,0.700762266,-0.999479259,0.229398539,0.537990929,0.60180167,-0.999631416,0.352039055,0.43204847,-0.999768951,0.094361622,-0.999889264,-0.999908359
4.85,0.112235,0.1527975,0.110805,0.0214025,0.00339,0.0043525,296.5559234,-2.187160392,-1.878641764,-2.199983379,-3.844247541,-5.686925358,-5.437004886,5.692235812,-0.457213839,-0.532299462,-0.454548889,-0.26012893,-0.175841942,-0.183924793,0.175677894,8.909876598,6.544609696,9.024863499,46.72351361,294.9852507,229.7530155,0.003372045,0.734534269,1.012905555,5.24401355,33.10766962,25.7863297,0.000378462,1.36140687,1.37897658,7.139236071,45.07300885,35.10568639,0.00051524,0.987258876,0.725175477,5.177198925,32.68584071,25.45778288,0.000373639,0.190693634,0.140071009,0.193154641,6.313421829,4.917288914,7.22E-05,0.030204482,0.022186227,0.030594287,0.158392711,0.778862723,1.14E-05,0.038780238,0.028485414,0.039280718,0.203364093,1.283923304,1.47E-05,2642.276682,1940.842772,2676.376728,13856.13472,87479.62342,68134.61767,-0.153047268,0.006411406,0.6796932,0.941362162,0.925335049,-0.999243363,0.159302359,0.754276693,0.956590636,0.944607063,-0.99897005,0.676228656,0.940627873,0.924407876,-0.999253,0.726530201,0.662007377,-0.99985567,-0.124313852,-0.999977138,-0.999970647
4.15,0.112235,0.1527975,0.110805,0.0214025,0.00339,0.0043525,296.5559234,-2.187160392,-1.878641764,-2.199983379,-3.844247541,-5.686925358,-5.437004886,5.692235812,-0.457213839,-0.532299462,-0.454548889,-0.26012893,-0.175841942,-0.183924793,0.175677894,8.909876598,6.544609696,9.024863499,46.72351361,294.9852507,229.7530155,0.003372045,0.734534269,1.012905555,5.24401355,33.10766962,25.7863297,0.000378462,1.36140687,1.37897658,7.139236071,45.07300885,35.10568639,0.00051524,0.987258876,0.725175477,5.177198925,32.68584071,25.45778288,0.000373639,0.190693634,0.140071009,0.193154641,6.313421829,4.917288914,7.22E-05,0.030204482,0.022186227,0.030594287,0.158392711,0.778862723,1.14E-05,0.038780238,0.028485414,0.039280718,0.203364093,1.283923304,1.47E-05,2642.276682,1940.842772,2676.376728,13856.13472,87479.62342,68134.61767,-0.153047268,0.006411406,0.6796932,0.941362162,0.925335049,-0.999243363,0.159302359,0.754276693,0.956590636,0.944607063,-0.99897005,0.676228656,0.940627873,0.924407876,-0.999253,0.726530201,0.662007377,-0.99985567,-0.124313852,-0.999977138,-0.999970647
9.67,0.037435,0.07192,0.05201,0.0346575,0.00273,0.0017675,296.1901953,-3.285149183,-2.632200889,-2.956319271,-3.362241127,-5.90345367,-6.33818916,5.6910018,-0.304400179,-0.379910213,-0.338258459,-0.297420667,-0.169392369,-0.15777377,0.175715987,26.71296915,13.90433815,19.22707172,28.85378345,366.3003663,565.7708628,0.003376209,0.520508899,0.71976543,1.080141384,13.71245421,21.17963225,0.000126388,1.921196741,1.382810998,2.075164106,26.34432234,40.69024045,0.000242817,1.389341525,0.723164627,1.500685277,19.05128205,29.42574257,0.000175597,0.925804728,0.4818896,0.666362238,12.69505495,19.60820368,0.000117011,0.072926406,0.037958843,0.052489906,0.078770829,1.544554455,9.22E-06,0.047215173,0.024575918,0.033983849,0.050999062,0.647435897,5.97E-06,7912.119547,4118.328633,5694.870126,8546.207755,108494.577,167575.7823,-0.315349092,-0.162949298,0.038526893,0.864060749,0.909827179,-0.999747255,0.160655209,0.349628205,0.926858674,0.952027142,-0.999514484,0.200219229,0.900255754,0.934266189,-0.999648868,0.853961886,0.90295127,-0.999766005,0.214007782,-0.999981566,-0.999988065
11.1,0.037435,0.07192,0.05201,0.0346575,0.00273,0.0017675,296.1901953,-3.285149183,-2.632200889,-2.956319271,-3.362241127,-5.90345367,-6.33818916,5.6910018,-0.304400179,-0.379910213,-0.338258459,-0.297420667,-0.169392369,-0.15777377,0.175715987,26.71296915,13.90433815,19.22707172,28.85378345,366.3003663,565.7708628,0.003376209,0.520508899,0.71976543,1.080141384,13.71245421,21.17963225,0.000126388,1.921196741,1.382810998,2.075164106,26.34432234,40.69024045,0.000242817,1.389341525,0.723164627,1.500685277,19.05128205,29.42574257,0.000175597,0.925804728,0.4818896,0.666362238,12.69505495,19.60820368,0.000117011,0.072926406,0.037958843,0.052489906,0.078770829,1.544554455,9.22E-06,0.047215173,0.024575918,0.033983849,0.050999062,0.647435897,5.97E-06,7912.119547,4118.328633,5694.870126,8546.207755,108494.577,167575.7823,-0.315349092,-0.162949298,0.038526893,0.864060749,0.909827179,-0.999747255,0.160655209,0.349628205,0.926858674,0.952027142,-0.999514484,0.200219229,0.900255754,0.934266189,-0.999648868,0.853961886,0.90295127,-0.999766005,0.214007782,-0.999981566,-0.999988065
3.8,0.1091825,0.1568125,0.103105,0.0116125,0.0032525,0.002785,298.1521387,-2.214734485,-1.852704455,-2.272007393,-4.455673175,-5.728331348,-5.883507406,5.697603889,-0.451521393,-0.539751495,-0.440139413,-0.224432978,-0.174570907,-0.169966643,0.175512377,9.158976942,6.377042646,9.698850686,86.11410118,307.4558032,359.0664273,0.003353992,0.696261459,1.058944765,9.402152853,33.56879324,39.2037702,0.000366197,1.436242072,1.520901023,13.50376749,48.21291314,56.30610413,0.000525948,0.944336318,0.657504982,8.878794403,31.70023059,37.02154399,0.000345813,0.10635862,0.074053408,0.112627904,3.570330515,4.169658887,3.89E-05,0.029789573,0.020741331,0.031545512,0.280086114,1.167863555,1.09E-05,0.025507751,0.017760064,0.027011299,0.239827772,0.856264412,9.34E-06,2730.768564,1901.328904,2891.733075,25675.10344,91668.6053,107056.4232,-0.179063516,0.028628629,0.807732108,0.94214435,0.950253422,-0.999267874,0.206632874,0.862104794,0.95936026,0.965099704,-0.998948657,0.797546146,0.938838352,0.947398243,-0.999308612,0.562394887,0.613127279,-0.999922107,0.077432712,-0.999978183,-0.999981318
2.84,0.0885025,0.14111,0.094635,0.003445,0.0027025,0.0034175,298.1008684,-2.424724479,-1.958215551,-2.357727892,-5.670831375,-5.913578008,-5.678845989,5.697431914,-0.412417992,-0.510669012,-0.424137155,-0.176340987,-0.16910236,-0.176092115,0.175517674,11.29911584,7.086669974,10.56691499,290.275762,370.0277521,292.6115582,0.003354569,0.627188009,0.935198394,25.69013062,32.74838113,25.89685443,0.000296888,1.594418237,1.491097374,40.96081277,52.2146161,41.29041697,0.000473363,1.069291828,0.670647013,27.47024673,35.01757632,27.69129481,0.00031746,0.038925454,0.024413578,0.036403022,1.274745606,1.008046818,1.16E-05,0.030535861,0.019151726,0.028557088,0.784470247,0.790782736,9.07E-06,0.038614728,0.024218695,0.036112432,0.992017417,1.264569843,1.15E-05,3368.276246,2112.542474,3150.006535,86531.45673,110305.5942,87227.7596,-0.229114269,-0.033485769,0.925065934,0.940737898,0.925641862,-0.999406401,0.197140979,0.952336481,0.962416341,0.952707962,-0.999053721,0.929751223,0.944471555,0.930292445,-0.999365282,0.120780805,0.004007286,-0.999976887,-0.116830065,-0.999981869,-0.999977072
3.88,0.1116025,0.161405,0.0994475,0.0062225,0.0050125,0.0057,297.6975421,-2.192811828,-1.823838545,-2.308125412,-5.079583524,-5.295820486,-5.167289104,5.696078012,-0.456035483,-0.548294147,-0.433252021,-0.196866534,-0.188828153,-0.193525073,0.175559393,8.960372752,6.195594932,10.05555695,160.7071113,199.5012469,175.4385965,0.003359114,0.691443883,1.122225295,17.93531539,22.26483791,19.57938596,0.000374886,1.446248964,1.62301717,25.9389313,32.20049875,28.31666667,0.000542178,0.891086669,0.616136427,15.98192045,19.83990025,17.44692982,0.000334055,0.055755919,0.038552089,0.062570703,1.241396509,1.091666667,2.09E-05,0.044913868,0.03105542,0.050403479,0.805544395,0.879385965,1.68E-05,0.051074125,0.035314891,0.057316675,0.916030534,1.137157107,1.91E-05,2667.480944,1844.413383,2993.514589,47842.11203,59391.03084,52227.63896,-0.182421728,0.057592987,0.894377254,0.914033358,0.902815371,-0.99925051,0.237519288,0.925758005,0.939759941,0.93177942,-0.998916232,0.88222769,0.904030251,0.891580874,-0.999332112,0.107699154,0.043824701,-0.999958197,-0.064177363,-0.999966325,-0.999961707
