measurement value,blue,green,red,NIR,SWIR1,log(blue),log(green),log(red),log(NIR),log(SWIR1),1/log(blue),1/log(green),1/log(red),1/log(NIR),1/log(SWIR1),1/blue,1/green,1/red,1/NIR,1/SWIR1,blue/green,blue/red,blue/NIR,blue/SWIR1,green/blue,green/red,green/NIR,green/SWIR1,red/blue,red/green,red/NIR,red/SWIR1,NIR/blue,NIR/green,NIR/red,NIR/SWIR1,SWIR1/blue,SWIR1/green,SWIR1/red,SWIR1/NIR,"ND(blue,green)","ND(blue,red)","ND(blue,NIR)","ND(blue,SWIR1)","ND(green,red)","ND(green,NIR)","ND(green,SWIR1)","ND(red,NIR)","ND(red,SWIR1)","ND(NIR,SWIR1)"
38.9,0.0727725,0.1175425,0.111795,0.08094,0.00823,-2.620417142,-2.140955309,-2.191088442,-2.51404714,-4.799969264,-0.38161863,-0.467081212,-0.456394174,-0.397765016,-0.208334667,13.74145453,8.507561095,8.94494387,12.35483074,121.5066829,0.61911649,0.650945928,0.89909192,8.842345079,1.615204919,1.051411065,1.452217692,14.28219927,1.53622591,0.951102793,1.381208302,13.58383961,1.11223333,0.688601995,0.724003757,9.834750911,0.113092171,0.070017228,0.073616888,0.101680257,-0.235241573,-0.211426714,-0.053134911,0.796796395,0.025061318,0.184411724,0.869128784,0.160090279,0.862861904,0.81540877
85.8,0.087155,0.1369575,0.1061575,0.05388,0.0034175,-2.440067136,-1.98808462,-2.242831439,-2.920995927,-5.678845989,-0.409824789,-0.502996698,-0.445864982,-0.342348988,-0.176092115,11.47381103,7.301535148,9.419965617,18.55976244,292.6115582,0.636365296,0.820997103,1.617576095,25.50256035,1.571424474,1.290134941,2.541898664,40.07534748,1.218031094,0.775112717,1.970257981,31.06291149,0.618208938,0.393406714,0.507547747,15.76591075,0.039211749,0.024952996,0.032192732,0.063427988,-0.222220983,-0.098299386,0.235934343,0.924535593,0.126689015,0.435331106,0.951308994,0.326657815,0.937622633,0.880710328
25.1,0.1130875,0.1692975,0.1440525,0.08523,0.0051225,-2.179593424,-1.776097757,-1.937577463,-2.462401794,-5.274112678,-0.458801164,-0.563032072,-0.516108398,-0.406107566,-0.189605354,8.842710291,5.906761766,6.941913538,11.73295788,195.2171791,0.667980921,0.785043647,1.326850874,22.07662274,1.497048745,1.175248607,1.986360436,33.04978038,1.273814524,0.850883799,1.690161915,28.12152269,0.753664198,0.503433305,0.591659291,16.63836018,0.045296783,0.030257387,0.035559952,0.060102077,-0.199054482,-0.120420782,0.140469197,0.913332205,0.080564864,0.330288476,0.94126247,0.256550325,0.931322272,0.886610774
24.7,0.1136925,0.1719925,0.142485,0.0595725,0.0016025,-2.174257843,-1.760304408,-1.948518548,-2.820561221,-6.436190369,-0.459927052,-0.568083563,-0.513210409,-0.354539371,-0.155371414,8.795654946,5.814207015,7.018282626,16.78626883,624.024961,0.661031731,0.797926097,1.908472869,70.94695788,1.512786683,1.207091975,2.887112342,107.3276131,1.253248895,0.828437287,2.391791515,88.91419657,0.523979154,0.346366847,0.418096642,37.17472699,0.014095037,0.009317267,0.011246798,0.026899996,-0.204070917,-0.112392775,0.312353909,0.972201743,0.093830242,0.485479239,0.981537487,0.410341116,0.977756572,0.947609318
37.9,0.124995,0.1844225,0.16487,0.0843775,0.005315,-2.079481542,-1.690525958,-1.802597994,-2.472454501,-5.237222267,-0.480889096,-0.591531881,-0.554754861,-0.404456381,-0.190940913,8.000320013,5.422331874,6.065384849,11.8515007,188.1467545,0.677764373,0.758142779,1.48137833,23.51740357,1.475439018,1.118593437,2.185683387,34.69849483,1.319012761,0.893979856,1.95395692,31.01975541,0.675047002,0.457522808,0.51178201,15.87535278,0.042521701,0.028819694,0.03223752,0.062990726,-0.192062505,-0.137564038,0.193996346,0.918425294,0.05597744,0.37219122,0.943975229,0.322942056,0.937538561,0.881483959
25.1,0.1267825,0.1833775,0.1641,0.0815175,0.00361,-2.065282259,-1.696208409,-1.807279281,-2.506937558,-5.624047507,-0.484195318,-0.589550196,-0.553317913,-0.398893063,-0.177807886,7.887523909,5.453231721,6.093845216,12.26730457,277.0083102,0.691374351,0.772592931,1.555279541,35.11980609,1.446394416,1.117474101,2.249547643,50.79709141,1.294342673,0.894875325,2.013064679,45.45706371,0.64297123,0.444533817,0.496755027,22.58102493,0.028473961,0.019686167,0.021998781,0.044284969,-0.182470338,-0.128290633,0.217306769,0.944628717,0.055478412,0.384529719,0.961387793,0.336224007,0.956949496,0.915186044
10.4,0.125655,0.1817275,0.160965,0.07764,0.0025375,-2.074215223,-1.705246967,-1.826568329,-2.555672521,-5.976575935,-0.482110048,-0.586425321,-0.547474729,-0.391286439,-0.167319885,7.958298516,5.502744494,6.212530674,12.87995878,394.08867,0.691447359,0.780635542,1.618431221,49.51921182,1.446241694,1.128987668,2.34064271,71.61674877,1.281007521,0.885749267,2.073222566,63.43448276,0.617882297,0.427233082,0.482340882,30.59704433,0.020194182,0.013963214,0.015764297,0.032682895,-0.182419298,-0.123194474,0.236183871,0.9604111,0.060586386,0.401312809,0.972458145,0.349217326,0.968960719,0.93670294
77.3,0.075935,0.12417,0.09821,0.0589675,0.00405,-2.577877568,-2.086103685,-2.320647236,-2.830768834,-5.509038398,-0.387916018,-0.479362559,-0.430914266,-0.353260919,-0.181519882,13.16915783,8.053475074,10.1822625,16.95849409,246.9135802,0.61154063,0.773190103,1.287743248,18.74938272,1.635214328,1.264331534,2.105736211,30.65925926,1.293342991,0.790931787,1.665493704,24.24938272,0.776552314,0.474893291,0.600422564,14.55987654,0.053335089,0.032616574,0.041238163,0.068681901,-0.24104845,-0.127910649,0.125776023,0.898731012,0.116737117,0.356030305,0.936827328,0.249669959,0.920790143,0.871464276
66.4,0.08699,0.148645,0.1155625,0.07544,0.00504,-2.441962109,-1.906194366,-2.15794377,-2.584417641,-5.290349197,-0.409506763,-0.524605475,-0.463404104,-0.386934366,-0.189023439,11.4955742,6.727437855,8.653326122,13.25556734,198.4126984,0.585219819,0.752752839,1.153101803,17.25992063,1.708759628,1.286273661,1.970373807,29.49305556,1.328457294,0.777439537,1.531846501,22.92906746,0.867226118,0.507517912,0.652806923,14.96825397,0.057937694,0.033906287,0.043612764,0.066808059,-0.261654678,-0.141062194,0.071107554,0.890470499,0.125214084,0.326684071,0.934411296,0.210062696,0.916419643,0.874751491
15.6,0.087375,0.1432,0.10921,0.0448875,0.004655,-2.437546078,-1.943513024,-2.214482645,-3.103595919,-5.369813368,-0.410248655,-0.514532183,-0.451572742,-0.322206894,-0.186226211,11.44492132,6.983240223,9.156670635,22.27791701,214.8227712,0.610160615,0.800064097,1.946532999,18.77013963,1.638912732,1.311235235,3.190197717,30.76262084,1.249899857,0.762639665,2.432971317,23.46079484,0.513733906,0.313460196,0.411020053,9.642857143,0.053276109,0.032506983,0.042624302,0.103703704,-0.242112111,-0.111071547,0.321236178,0.898837336,0.13466186,0.522695554,0.937032904,0.417414299,0.918236508,0.812080537
21.8,0.10107,0.1599475,0.132035,0.07324,0.00504,-2.291941933,-1.832909643,-2.02468824,-2.614013559,-5.290349197,-0.436311228,-0.545580631,-0.4939032,-0.382553486,-0.189023439,9.894132779,6.252051454,7.573749385,13.65374113,198.4126984,0.63189484,0.76547885,1.379983616,20.05357143,1.582541803,1.21140228,2.183881759,31.73561508,1.306371822,0.825489614,1.802771709,26.19742063,0.724646285,0.457900249,0.554701405,14.53174603,0.049866429,0.031510339,0.038171697,0.068814855,-0.225569167,-0.132837133,0.15965808,0.905004241,0.095596483,0.371835969,0.938904462,0.286420655,0.926463615,0.871231477
29.4,0.10107,0.1599475,0.132035,0.07324,0.00504,-2.291941933,-1.832909643,-2.02468824,-2.614013559,-5.290349197,-0.436311228,-0.545580631,-0.4939032,-0.382553486,-0.189023439,9.894132779,6.252051454,7.573749385,13.65374113,198.4126984,0.63189484,0.76547885,1.379983616,20.05357143,1.582541803,1.21140228,2.183881759,31.73561508,1.306371822,0.825489614,1.802771709,26.19742063,0.724646285,0.457900249,0.554701405,14.53174603,0.049866429,0.031510339,0.038171697,0.068814855,-0.225569167,-0.132837133,0.15965808,0.905004241,0.095596483,0.371835969,0.938904462,0.286420655,0.926463615,0.871231477
27.5,0.0923525,0.1516425,0.112895,0.048655,0.00042,-2.382142502,-1.886229502,-2.181297096,-3.023000701,-7.775255847,-0.419790168,-0.53015818,-0.458442824,-0.330797145,-0.128613131,10.8280772,6.594457359,8.85778821,20.55287226,2380.952381,0.609014623,0.818038886,1.898109136,219.8869048,1.641996697,1.343217149,3.116688932,361.0535714,1.222435776,0.744481263,2.320316514,268.797619,0.526840096,0.320853323,0.430975685,115.8452381,0.004547792,0.002769672,0.003720271,0.008632206,-0.242996783,-0.100086481,0.309894864,0.990945593,0.146472617,0.514172668,0.994475956,0.397647787,0.992587036,0.982883342
40.3,0.0812425,0.1364075,0.1001625,0.04728,0.00185,-2.51031677,-1.99210855,-2.300961412,-3.051667906,-6.29256964,-0.398356101,-0.501980678,-0.434600943,-0.327689654,-0.15891759,12.30882851,7.330975203,9.983776363,21.15059222,540.5405405,0.595586753,0.811106951,1.718326988,43.91486486,1.679016525,1.361861974,2.885099408,73.73378378,1.232883035,0.734288804,2.118496193,54.14189189,0.581961412,0.346608508,0.472032946,25.55675676,0.022771333,0.013562304,0.018469986,0.039128596,-0.253457386,-0.104297015,0.264253341,0.955471312,0.153210466,0.485212657,0.973238342,0.358665242,0.963729935,0.924689599
61.6,0.08787,0.1471875,0.1015375,0.0424675,0.00614,-2.431896829,-1.916047995,-2.287327091,-3.159016201,-5.092930537,-0.411201655,-0.521907595,-0.437191517,-0.316554249,-0.196350607,11.38044839,6.794055202,9.848578112,23.54741861,162.8664495,0.596993631,0.865394559,2.069111674,14.31107492,1.675059747,1.449587591,3.465885677,23.97190554,1.155542278,0.68985138,2.390946018,16.53705212,0.483299192,0.288526539,0.418244491,6.916530945,0.069875953,0.041715499,0.06047027,0.14458115,-0.252353148,-0.072159233,0.348345641,0.869375598,0.183536034,0.552160502,0.919909997,0.41019409,0.885955747,0.74736409
30.8,0.0953225,0.151395,0.10789,0.0475,0.003555,-2.3504894,-1.887862964,-2.226643089,-3.047025568,-5.639400216,-0.425443314,-0.529699464,-0.449106552,-0.32818891,-0.177323822,10.49070261,6.605237954,9.268699601,21.05263158,281.2939522,0.629627795,0.883515618,2.006789474,26.81364276,1.588239922,1.403234776,3.187263158,42.58649789,1.131841905,0.712639123,2.271368421,30.3488045,0.498308374,0.313748803,0.440263231,13.36146273,0.037294448,0.023481621,0.032950227,0.074842105,-0.227274109,-0.061844129,0.334838698,0.928092842,0.167788341,0.522361045,0.95411423,0.388635047,0.936201714,0.860738419
59.3,0.0892175,0.14826,0.1124,0.04882,0.00229,-2.41667807,-1.90878779,-2.185691342,-3.019615214,-6.079203461,-0.413791151,-0.523892706,-0.457521143,-0.331168023,-0.164495235,11.20856334,6.744907595,8.896797153,20.48340844,436.6812227,0.601763793,0.79375,1.827478492,38.95960699,1.661781601,1.319039146,3.036870135,64.74235808,1.25984252,0.758127614,2.302335109,49.08296943,0.547202062,0.329286389,0.434341637,21.31877729,0.02566761,0.015445838,0.020373665,0.046907005,-0.248623554,-0.114982578,0.292655981,0.949949458,0.137573851,0.504566673,0.969578213,0.394367944,0.960066266,0.910389356
29.6,0.079015,0.1220525,0.1145725,0.0677675,0.004985,-2.538117571,-2.103303999,-2.166547469,-2.69167255,-5.301321876,-0.393992781,-0.475442447,-0.461563854,-0.371516216,-0.188632198,12.65582484,8.193195551,8.728097929,14.756336,200.6018054,0.647385346,0.689650658,1.165971889,15.85055165,1.544675062,1.065286173,1.8010477,24.48395186,1.450009492,0.938714897,1.690670307,22.98345035,0.85765361,0.55523238,0.591481376,13.59428285,0.063089287,0.04084308,0.043509568,0.073560335,-0.214045035,-0.183676632,0.076626982,0.881309524,0.031611199,0.285981456,0.921519236,0.256690797,0.916609163,0.862960036
63.5,0.1367925,0.199905,0.17642,0.092985,0.0155175,-1.9892901,-1.609913025,-1.734887763,-2.375317089,-4.16578686,-0.50269189,-0.621151568,-0.576406164,-0.420996424,-0.240050688,7.310342307,5.002376129,5.668291577,10.75442276,64.44337039,0.684287537,0.775379776,1.471124375,8.815369744,1.461373979,1.133119828,2.149862881,12.88255196,1.28969059,0.882519197,1.897295263,11.3690994,0.679752179,0.465145944,0.527066092,5.992266796,0.113438237,0.077624372,0.087957715,0.166881755,-0.187445704,-0.126519535,0.190651826,0.796237936,0.062406165,0.365051726,0.855934269,0.309701008,0.83830674,0.713969724
30.3,0.13781,0.19853,0.166795,0.072745,0.0110075,-1.981879354,-1.616815057,-1.790989766,-2.620795104,-4.50917842,-0.504571581,-0.61849993,-0.558350483,-0.381563594,-0.221769889,7.256367462,5.037022113,5.995383555,13.74664925,90.84714967,0.694152017,0.826223808,1.894425734,12.5196457,1.440606632,1.190263497,2.729122276,18.03588462,1.210325811,0.840150103,2.292872362,15.15285033,0.527864451,0.366418174,0.436134177,6.608675903,0.079874465,0.055445021,0.065994184,0.151316242,-0.180531605,-0.095156022,0.309016646,0.852067129,0.086867857,0.463680767,0.894935274,0.392627536,0.876182843,0.737142175
82.5,0.120265,0.185165,0.15761,0.070765,0.0088625,-2.118057638,-1.68650796,-1.847631652,-2.648390751,-4.725926387,-0.472130683,-0.592941168,-0.541233421,-0.377587786,-0.211598725,8.314971105,5.400588664,6.344775078,14.13127959,112.8349788,0.649501796,0.763054375,1.69949834,13.57009873,1.539641625,1.174830277,2.616618385,20.89308886,1.310522596,0.851186779,2.227230976,17.78392102,0.58840893,0.382172657,0.448988008,7.984767278,0.073691431,0.047862717,0.056230569,0.125238465,-0.212487313,-0.134394962,0.259121604,0.862732571,0.08038801,0.446997226,0.90864697,0.380273673,0.893525958,0.777401024
71.1,0.120155,0.1829375,0.1538425,0.0666125,0.004215,-2.118972703,-1.698610715,-1.871825927,-2.708863031,-5.469105688,-0.471926797,-0.588716409,-0.534237712,-0.369158569,-0.182845251,8.32258333,5.466347796,6.500154379,15.01219741,237.2479241,0.656809019,0.781026049,1.80379058,28.50652432,1.522512588,1.189121992,2.746293864,43.40154211,1.280367026,0.840956611,2.30951398,36.49881376,0.554388082,0.364127093,0.432991534,15.80367734,0.035079689,0.023040656,0.027398151,0.063276412,-0.207139735,-0.122948202,0.286679963,0.932218381,0.08639171,0.46613905,0.954956519,0.395681658,0.94666498,0.880978434
57.8,0.120155,0.1829375,0.1538425,0.0666125,0.004215,-2.118972703,-1.698610715,-1.871825927,-2.708863031,-5.469105688,-0.471926797,-0.588716409,-0.534237712,-0.369158569,-0.182845251,8.32258333,5.466347796,6.500154379,15.01219741,237.2479241,0.656809019,0.781026049,1.80379058,28.50652432,1.522512588,1.189121992,2.746293864,43.40154211,1.280367026,0.840956611,2.30951398,36.49881376,0.554388082,0.364127093,0.432991534,15.80367734,0.035079689,0.023040656,0.027398151,0.063276412,-0.207139735,-0.122948202,0.286679963,0.932218381,0.08639171,0.46613905,0.954956519,0.395681658,0.94666498,0.880978434
15.6,0.13363,0.1882175,0.1619,0.054485,0.00328,-2.012680492,-1.67015707,-1.820776418,-2.909829845,-5.719911857,-0.49684985,-0.598746081,-0.549216252,-0.343662707,-0.174827869,7.483349547,5.313002245,6.176652254,18.35367532,304.8780488,0.70997649,0.825386041,2.452601633,40.74085366,1.408497343,1.162554046,3.454482885,57.38338415,1.211554292,0.860175063,2.971460035,49.3597561,0.4077303,0.289478927,0.336534898,16.61128049,0.024545387,0.017426647,0.020259419,0.060200055,-0.169606724,-0.095658647,0.420726683,0.952085312,0.075167622,0.551014102,0.965743678,0.496406867,0.960285749,0.886436423
37.5,0.0673,0.1215575,0.1042325,0.069885,0.0029775,-2.698595042,-2.107367877,-2.261131298,-2.660904245,-5.816671257,-0.370563195,-0.474525597,-0.442256494,-0.375812095,-0.171919635,14.85884101,8.226559447,9.593936632,14.30922229,335.852225,0.553647451,0.645671935,0.96301066,22.60285474,1.806203566,1.166214952,1.739393289,40.82535684,1.548774146,0.857474858,1.491486013,35.00671704,1.038410104,0.574913107,0.670472262,23.47103275,0.044242199,0.024494581,0.028565946,0.042605709,-0.28729333,-0.215309052,-0.018843168,0.915264487,0.07673059,0.269911331,0.952182117,0.197266214,0.944454808,0.918270715
33.7,0.1088525,0.1707825,0.14463,0.0500575,0.003335,-2.217761524,-1.767364462,-1.933576522,-2.994582934,-5.7032826,-0.450905108,-0.565814251,-0.517176325,-0.333936318,-0.17533762,9.186743529,5.855400875,6.914194842,19.97702642,299.850075,0.637375024,0.752627394,2.174549268,32.63943028,1.568935027,1.180823481,3.411726515,51.20914543,1.328678717,0.846866629,2.889277331,43.36731634,0.459865414,0.293106729,0.346107308,15.00974513,0.03063779,0.019527762,0.02305884,0.066623383,-0.22146727,-0.141143866,0.369989302,0.940545961,0.08291523,0.546662742,0.961692535,0.48576565,0.954921772,0.875076087
24.2,0.1086325,0.1661625,0.14078,0.05366,0.0033075,-2.219784653,-1.794789054,-1.960556891,-2.925087434,-5.711562662,-0.45049415,-0.557168542,-0.51005916,-0.341870123,-0.175083433,9.205348307,6.01820507,7.103281716,18.63585539,302.3431595,0.653772662,0.771647251,2.02445956,32.84429327,1.529583688,1.180299048,3.096580321,50.23809524,1.295928935,0.84724291,2.623555721,42.56386999,0.49395899,0.322936884,0.381162097,16.22373394,0.03044669,0.019905213,0.023494104,0.061638092,-0.209356065,-0.128892898,0.338724833,0.940905842,0.082694642,0.51178792,0.960966543,0.448055956,0.954090396,0.88388116
16.6,0.14496,0.20007,0.1634675,0.0484625,0.0049025,-1.931297437,-1.609087974,-1.811141085,-3.026964976,-5.31801,-0.517786635,-0.62147006,-0.552138101,-0.330363915,-0.188040263,6.898454746,4.998250612,6.117423953,20.63451122,203.9775625,0.724546409,0.886781776,2.991178746,29.56858746,1.380173841,1.22391301,4.12834666,40.80979092,1.127673151,0.817051532,3.373071963,33.34370219,0.334316363,0.24222772,0.296465658,9.885262621,0.033819674,0.024503924,0.029990671,0.101160691,-0.159725241,-0.060005998,0.498894906,0.934573359,0.100684249,0.610010763,0.952164315,0.542655594,0.94176516,0.816265342
17.5,0.12626,0.181315,0.1657225,0.0739275,0.0058925,-2.069412006,-1.707519429,-1.797440576,-2.604670396,-5.134074923,-0.483229051,-0.585644874,-0.556346626,-0.383925736,-0.194777056,7.920164739,5.515263492,6.03418365,13.52676609,169.707255,0.696357168,0.761876028,1.707889486,21.42723801,1.43604467,1.094088009,2.452605593,30.77047094,1.312549501,0.914003254,2.241689493,28.12431056,0.585517979,0.407729642,0.446092112,12.54603309,0.046669571,0.03249869,0.035556427,0.079706469,-0.178996993,-0.135153648,0.261417421,0.910822724,0.044930303,0.420727348,0.937048462,0.383037763,0.931328847,0.852355299
15.4,0.096835,0.1585725,0.11647,0.0448325,0.0039675,-2.33474678,-1.841543377,-2.15012155,-3.104821956,-5.529619106,-0.428311973,-0.543022778,-0.465089985,-0.32207966,-0.180844283,10.32684463,6.306263696,8.585901949,22.30524731,252.0478891,0.610667045,0.831415815,2.159928623,24.40705734,1.637553571,1.361487937,3.536998829,39.96786389,1.202767594,0.734490533,2.597892154,29.35601764,0.462978262,0.282725567,0.384927449,11.29993699,0.040971756,0.025020101,0.034064566,0.088496069,-0.241721563,-0.092051288,0.367074311,0.921281714,0.153076343,0.559179961,0.951181248,0.444118969,0.934115205,0.837397541
18.6,0.13143,0.18929,0.1581325,0.059545,0.008395,-2.029280888,-1.664475048,-1.84432199,-2.82102295,-4.780118988,-0.492785403,-0.600790021,-0.542204672,-0.354481342,-0.209199813,7.60861295,5.282899255,6.323810728,16.79402133,119.1185229,0.694331449,0.831138444,2.207238223,15.65574747,1.440234345,1.197034133,3.178940297,22.54794521,1.203168987,0.835398066,2.655680578,18.83650983,0.453054858,0.314570236,0.37655131,7.092912448,0.063874306,0.044349939,0.053088391,0.140985809,-0.180406585,-0.092216706,0.376410525,0.87992133,0.089681871,0.52140977,0.915066899,0.452906249,0.899175812,0.75287018
18.5,0.13594,0.195065,0.1633025,0.0647975,0.01021,-1.995541667,-1.634422443,-1.81215097,-2.736488257,-4.584387647,-0.501117073,-0.611836924,-0.551830403,-0.365431862,-0.218131641,7.356186553,5.126496296,6.123604966,15.43269416,97.94319295,0.696895906,0.832442859,2.097920444,13.31439765,1.43493453,1.194501003,3.010378487,19.10528893,1.201283655,0.837169661,2.520197538,15.99436827,0.476662498,0.332184144,0.396794293,6.346474045,0.075106665,0.052341527,0.062522007,0.157567807,-0.178622679,-0.091439217,0.354405629,0.860280534,0.088631084,0.501293954,0.900523688,0.431850066,0.882313954,0.727760557
