measurement value,blue,green,red,NIR,SWIR1,log(blue),log(green),log(red),log(NIR),log(SWIR1),1/log(blue),1/log(green),1/log(red),1/log(NIR),1/log(SWIR1),1/blue,1/green,1/red,1/NIR,1/SWIR1,blue/green,blue/red,blue/NIR,blue/SWIR1,green/blue,green/red,green/NIR,green/SWIR1,red/blue,red/green,red/NIR,red/SWIR1,NIR/blue,NIR/green,NIR/red,NIR/SWIR1,SWIR1/blue,SWIR1/green,SWIR1/red,SWIR1/NIR,"ND(blue,green)","ND(blue,red)","ND(blue,NIR)","ND(blue,SWIR1)","ND(green,red)","ND(green,NIR)","ND(green,SWIR1)","ND(red,NIR)","ND(red,SWIR1)","ND(NIR,SWIR1)"
3.2,0.133795,0.18445,0.143145,0.0489025,0.0106225,-2.011446501,-1.690376855,-1.943897176,-3.017926759,-4.544780886,-0.497154659,-0.591584058,-0.514430502,-0.331353303,-0.22003261,7.474120857,5.421523448,6.985923364,20.44885231,94.1397976,0.72537273,0.934681617,2.735954195,12.59543422,1.378601592,1.288553565,3.771790808,17.36408567,1.06988303,0.776063974,2.927150964,13.47564133,0.365503195,0.26512605,0.341629117,4.603671452,0.079393849,0.057590133,0.074207971,0.217217934,-0.159169822,-0.033761826,0.464661531,0.852891789,0.126085563,0.580870143,0.891091774,0.490724951,0.861836864,0.643091138
30.7,0.08897,0.1442175,0.1019225,0.0502775,0.005205,-2.419456045,-1.936432702,-2.283542558,-2.990197618,-5.258135577,-0.413316044,-0.516413506,-0.437916078,-0.334426057,-0.190181479,11.23974373,6.933971259,9.811376291,19.88961265,192.1229587,0.616915423,0.872918149,1.769578837,17.09317963,1.620967742,1.41497216,2.868430212,27.7074928,1.145582781,0.706727686,2.027199045,19.58165226,0.565106216,0.34862274,0.493291471,9.659462056,0.058502866,0.03609132,0.051068214,0.103525434,-0.236923077,-0.067852325,0.277868543,0.88946111,0.171833103,0.482994421,0.930331777,0.339323259,0.902826072,0.812373271
25.8,0.1080825,0.1634125,0.13165,0.07038,0.0123275,-2.224860455,-1.8114776,-2.027608393,-2.653846147,-4.39592274,-0.449466391,-0.552035532,-0.493191882,-0.376811595,-0.227483525,9.252191613,6.119482904,7.595898215,14.20858198,81.11944839,0.661409011,0.820983669,1.535699062,8.76759278,1.511923762,1.241264717,2.321859903,13.25593186,1.218051026,0.805629924,1.870559818,10.67937538,0.651169246,0.430689207,0.534599316,5.709186778,0.114056392,0.075437925,0.093638435,0.175156294,-0.203797492,-0.098307489,0.21126287,0.795241259,0.107646685,0.39792765,0.859707522,0.303271791,0.828757966,0.701901279
51.7,0.1119325,0.1614325,0.1204025,0.0536325,0.0105675,-2.189859268,-1.82366818,-2.116914982,-2.925600051,-4.549972026,-0.456650349,-0.548345368,-0.472385527,-0.341810221,-0.219781571,8.933955732,6.194539513,8.305475385,18.6454109,94.62976106,0.693370294,0.929652623,2.087027455,10.59214573,1.442230809,1.340773655,3.009975295,15.2763189,1.075670605,0.745838044,2.244954086,11.39365981,0.479150381,0.33222864,0.445443409,5.07523066,0.094409577,0.065460796,0.087768111,0.19703538,-0.181076583,-0.03645598,0.352127563,0.827469388,0.145581635,0.50124381,0.877122093,0.38365846,0.838627167,0.670794393
31.9,0.08248,0.133575,0.0903175,0.0400475,0.00174,-2.495199439,-2.013092161,-2.404424039,-3.217689029,-6.353870166,-0.400769567,-0.496748246,-0.415900018,-0.310782052,-0.157384393,12.12415131,7.486430844,11.07205137,24.97034771,574.7126437,0.617480816,0.913222797,2.059554279,47.40229885,1.619483511,1.478949262,3.335414196,76.76724138,1.095023036,0.676155718,2.255259379,51.9066092,0.48554195,0.299812839,0.443407977,23.0158046,0.021096023,0.01302639,0.019265369,0.043448405,-0.236490708,-0.045356559,0.346310012,0.958679649,0.193206561,0.538683062,0.97428223,0.385609634,0.96219754,0.916721508
16.3,0.08952,0.1414125,0.0978525,0.0382325,0.0036925,-2.413293215,-1.956074128,-2.324294036,-3.26406934,-5.601451544,-0.414371529,-0.511228069,-0.430238165,-0.306366041,-0.178525154,11.17068811,7.071510651,10.21946297,26.15575754,270.8192282,0.633041634,0.914846325,2.341463415,24.24373731,1.579674933,1.445159807,3.698751063,38.2972241,1.093079759,0.691964996,2.559406264,26.50033852,0.427083333,0.270361531,0.390715618,10.35409614,0.041247766,0.026111553,0.037735367,0.096580135,-0.224708519,-0.04447024,0.401459854,0.920772429,0.182057551,0.574354978,0.94910582,0.438108535,0.927273623,0.823852117
0.5,0.1364075,0.1913525,0.1498,0.0462625,0.0059475,-1.99210855,-1.653638002,-1.898454208,-3.073423581,-5.124784316,-0.501980678,-0.604727273,-0.526744335,-0.325370055,-0.195130163,7.330975203,5.22595733,6.675567423,21.61577952,168.1378731,0.712859774,0.910597463,2.948554445,22.93526692,1.402800433,1.277386515,4.13623345,32.17360235,1.098180085,0.782848408,3.238043772,25.18705338,0.33914924,0.241765851,0.308828438,7.778478352,0.043600975,0.031081381,0.039702937,0.128559849,-0.167637906,-0.046792974,0.49348552,0.916441291,0.121800368,0.6106096,0.9397111,0.528084157,0.923626382,0.772170082
0.5,0.14254,0.191655,0.153045,0.0409275,0.005645,-1.948132617,-1.652058398,-1.877023283,-3.19595307,-5.176985081,-0.513312077,-0.605305479,-0.532758442,-0.312895708,-0.19316262,7.015574576,5.217708904,6.53402594,24.43344939,177.1479185,0.743732227,0.931360057,3.482743876,25.2506643,1.344569945,1.252278742,4.682792743,33.95128432,1.073698611,0.798544259,3.739417262,27.11160319,0.287129928,0.213547781,0.267421347,7.250221435,0.039602918,0.029453967,0.036884576,0.137926822,-0.146965095,-0.035539692,0.553844686,0.923811452,0.112010444,0.648060366,0.942777496,0.578007192,0.928855,0.757582264
1.2,0.119825,0.1750725,0.12109,0.029625,0.0053975,-2.121722934,-1.742555105,-2.111221208,-3.51913668,-5.221819396,-0.471315073,-0.573869944,-0.473659509,-0.284160603,-0.191504134,8.34550386,5.711919348,8.258320258,33.75527426,185.2709588,0.684430736,0.989553225,4.044725738,22.20009264,1.461068224,1.445804773,5.909620253,32.43584993,1.010557062,0.691656314,4.08742616,22.4344604,0.247235552,0.169215611,0.244652738,5.488652154,0.045044857,0.030830085,0.044574284,0.182194093,-0.187344755,-0.005250815,0.603546337,0.913793448,0.182273245,0.710548492,0.940183964,0.606873901,0.914655598,0.691769577
1.2,0.146665,0.19468,0.161075,0.0590225,0.0149125,-1.919604204,-1.636398094,-1.825885184,-2.829836552,-4.205555492,-0.520940722,-0.611098243,-0.547679563,-0.3533773,-0.237780717,6.818259298,5.136634477,6.208288065,16.94269135,67.05783738,0.753364496,0.910538569,2.484899826,9.83503772,1.32737872,1.20862952,3.298403151,13.05481978,1.098251116,0.827383398,2.729044009,10.80134116,0.402430709,0.303177008,0.366428682,3.957921207,0.101677292,0.076600062,0.092581096,0.252657885,-0.140664137,-0.046825242,0.426095412,0.815413656,0.094461076,0.534710931,0.857700061,0.46366951,0.830527736,0.596605126
0.2,0.1589025,0.21173,0.182305,0.071425,0.0177175,-1.839464472,-1.552443401,-1.70207417,-2.639107331,-4.033202427,-0.543636485,-0.644145867,-0.587518463,-0.378916003,-0.247941932,6.293167194,4.722996269,5.485313074,14.00070004,56.44137153,0.750495915,0.871629961,2.224746237,8.968675039,1.33245229,1.161405337,2.964368218,11.95033159,1.147275845,0.861025835,2.55239762,10.28954424,0.449489467,0.337340009,0.391788486,4.031324961,0.11149919,0.083679686,0.097186034,0.248057403,-0.142533372,-0.068587297,0.37979616,0.799371532,0.074676107,0.495505995,0.8455638,0.436999961,0.82284493,0.602490395
29.4,0.1111075,0.1718825,0.135885,0.09469,0.032265,-2.197257078,-1.760944175,-1.995946339,-2.357146881,-3.433772228,-0.455112881,-0.567877173,-0.501015473,-0.4242417,-0.291224908,9.00029251,5.817927945,7.359163999,10.56077727,30.99333643,0.646415429,0.817658314,1.173381561,3.443592128,1.546992777,1.264911506,1.8152128,5.327212149,1.223004748,0.790569139,1.43505122,4.211529521,0.852237698,0.550899597,0.696839239,2.934759027,0.290394438,0.187715445,0.237443426,0.340743479,-0.214760239,-0.100316811,0.079775022,0.549913686,0.116963292,0.289574131,0.68390502,0.178662041,0.616235504,0.491709661
25.6,0.133135,0.1897025,0.156895,0.096835,0.028745,-2.016391628,-1.662298223,-1.852178487,-2.33474678,-3.54929144,-0.495935406,-0.601576772,-0.53990477,-0.428311973,-0.281746376,7.51117287,5.271411816,6.37368941,10.32684463,34.7886589,0.701809412,0.84856114,1.37486446,4.631588102,1.424888271,1.209104815,1.959028244,6.599495564,1.178465467,0.827058157,1.620230289,5.458166638,0.727344425,0.510457163,0.617196214,3.368759784,0.215908664,0.151526733,0.183211702,0.296845149,-0.175219731,-0.08192256,0.157846676,0.64486039,0.094655905,0.32410243,0.736824637,0.236708312,0.690314587,0.542204173
24,0.10239,0.1523575,0.1109425,0.06015,0.022585,-2.278966227,-1.881525546,-2.19874323,-2.810913837,-3.79046931,-0.438795445,-0.531483616,-0.454805266,-0.355756191,-0.263819574,9.766578767,6.563510165,9.013678257,16.62510391,44.27717512,0.672037806,0.922910517,1.702244389,4.53353996,1.488011525,1.373301485,2.532959268,6.745959708,1.083528665,0.728172227,1.84443059,4.9122205,0.587459713,0.394795136,0.542172747,2.663272083,0.220578181,0.148236877,0.203573923,0.375477972,-0.196145203,-0.04009,0.259874492,0.638567714,0.157292062,0.433902333,0.741800877,0.296871575,0.661717624,0.454040007
22,0.0822875,0.1399,0.09821,0.0573725,0.0135375,-2.497536066,-1.966827397,-2.320647236,-2.858190185,-4.302291667,-0.400394618,-0.508433023,-0.430914266,-0.349871749,-0.232434265,12.15251405,7.147962831,10.1822625,17.42995337,73.86888273,0.588187991,0.837872925,1.434267288,6.078485688,1.700136716,1.424498524,2.438450477,10.33425669,1.193498405,0.70200143,1.711795721,7.254662973,0.697220112,0.410096497,0.584181855,4.238042475,0.164514659,0.096765547,0.137842379,0.235957994,-0.259296765,-0.088214518,0.178397537,0.717453692,0.175087145,0.418342648,0.823543788,0.26248132,0.757712701,0.618177972
6.6,0.12065,0.1695175,0.12395,0.0344375,0.01076,-2.114861487,-1.774799113,-2.087877021,-3.368609192,-4.531919724,-0.472844206,-0.56344405,-0.478955413,-0.296858419,-0.220657042,8.28843763,5.899095964,8.067769262,29.03811252,92.93680297,0.711725928,0.973376361,3.503448276,11.21282528,1.405035226,1.367628076,4.92246824,15.7544145,1.027351844,0.731192945,3.599274047,11.51951673,0.285433071,0.203150117,0.277833804,3.200511152,0.089183589,0.063474273,0.086809197,0.312450091,-0.168411349,-0.013491415,0.555895865,0.836237729,0.15527273,0.662302959,0.880628476,0.565148765,0.840249425,0.523867471
5.2,0.07775,0.1060475,0.055365,0.0165625,0.0057825,-2.554256728,-2.243868172,-2.893807654,-4.100614175,-5.152919164,-0.391503324,-0.44565898,-0.345565469,-0.243865908,-0.194064756,12.86173633,9.429736675,18.0619525,60.37735849,172.9355815,0.733162026,1.404316807,4.694339623,13.44574146,1.363954984,1.915424907,6.402867925,18.33938608,0.712090032,0.522077371,3.342792453,9.57457847,0.213022508,0.156180014,0.299151088,2.864245569,0.07437299,0.054527452,0.10444324,0.349132075,-0.153960201,0.168162867,0.648774023,0.861550893,0.31399365,0.729834434,0.896584101,0.539466824,0.810867165,0.482434549
4.1,0.1318975,0.1699575,0.1135825,0.0470325,0.0140325,-2.025730173,-1.772206873,-2.175225834,-3.056916427,-4.266379211,-0.493649161,-0.56426821,-0.459722381,-0.327127033,-0.234390791,7.581644838,5.883823897,8.804173178,21.26189337,71.26313914,0.776061662,1.161248432,2.804390581,9.399429895,1.288557403,1.496335263,3.613618243,12.11170497,0.861142175,0.668299428,2.414979004,8.094245502,0.356583711,0.276730947,0.414082275,3.351683592,0.106389431,0.082564759,0.12354456,0.298357519,-0.126087029,0.074608929,0.474291622,0.807681765,0.198825563,0.56650076,0.847464536,0.414344862,0.780080712,0.540407762
2.8,0.1501025,0.1815625,0.12362,0.03254,0.0079275,-1.896436885,-1.706155332,-2.090542935,-3.425285177,-4.837417552,-0.527304656,-0.586113105,-0.478344636,-0.291946494,-0.20672187,6.662114222,5.507745267,8.089305938,30.7314075,126.1431725,0.826726334,1.214225044,4.612861094,18.93440555,1.209590113,1.468714609,5.579671174,22.90286976,0.82357056,0.68086747,3.799016595,15.59381898,0.216785197,0.179222031,0.263226015,4.104698833,0.05281391,0.043662651,0.064127973,0.243623233,-0.094854748,0.096749445,0.643675486,0.899670949,0.189861804,0.696033442,0.916328038,0.583247951,0.879473194,0.608204114
8.3,0.1037375,0.1403125,0.0794,0.02616,0.0032525,-2.265891609,-1.963883201,-2.533256911,-3.643523752,-5.728331348,-0.441327377,-0.509195251,-0.39474875,-0.27445958,-0.174570907,9.639715628,7.126948775,12.59445844,38.22629969,307.4558032,0.739331849,1.306517632,3.965500765,31.89469639,1.352572599,1.76715995,5.363627676,43.13989239,0.765393421,0.565879733,3.035168196,24.41199078,0.252174961,0.18644098,0.329471033,8.043043812,0.031353175,0.023180401,0.040963476,0.12433104,-0.149866831,0.132891953,0.597220886,0.939199925,0.277237299,0.685713857,0.954689513,0.504357711,0.921296996,0.778835529
6,0.0622125,0.11086,0.079125,0.0772275,0.026215,-2.777199335,-2.199487135,-2.536726399,-2.560999668,-3.641423513,-0.360074982,-0.454651443,-0.394208851,-0.390472522,-0.274617879,16.07394012,9.020386073,12.63823065,12.9487553,38.14609956,0.561180769,0.786255924,0.805574439,2.373164219,1.781957002,1.40107425,1.435499013,4.228876597,1.271850512,0.713738048,1.024570263,3.018310128,1.241350211,0.696621865,0.976018957,2.945927904,0.42137834,0.236469421,0.331311216,0.33945162,-0.281081628,-0.119660387,-0.107680723,0.4070849,0.167039503,0.178813052,0.617508663,0.012136039,0.502278337,0.493148367
23,0.131045,0.1855775,0.13627,0.048655,0.0120525,-2.032214503,-1.684282694,-1.993117067,-3.023000701,-4.418483172,-0.49207404,-0.593724559,-0.501726675,-0.330797145,-0.226322012,7.630966462,5.388584284,7.338372349,20.55287226,82.9703381,0.706147028,0.961657004,2.693351146,10.87284796,1.416135679,1.361836795,3.814150653,15.39742792,1.0398718,0.73430238,2.800739903,11.30636797,0.371284673,0.262181568,0.357048507,4.0369218,0.091972223,0.064945912,0.088445733,0.247713493,-0.172231917,-0.019546228,0.458486366,0.83154842,0.153201439,0.584558078,0.878029651,0.47378667,0.837482513,0.602932092
21.4,0.076485,0.1359675,0.0831675,0.0475,0.0068275,-2.570660636,-1.995339392,-2.486898632,-3.047025568,-4.986796705,-0.389005062,-0.501167873,-0.402107262,-0.32818891,-0.20052953,13.07445904,7.354698733,12.02392762,21.05263158,146.4664958,0.562524133,0.919650104,1.610210526,11.20248993,1.77770151,1.634863378,2.862473684,19.91468327,1.087370073,0.611671907,1.750894737,12.18125229,0.621036805,0.34934819,0.571136562,6.95715855,0.089265869,0.050214206,0.082093366,0.143736842,-0.279980231,-0.041856532,0.23377828,0.836099025,0.240947361,0.482197119,0.904373402,0.27296382,0.848269348,0.748653997
14.5,0.0972475,0.1429525,0.115095,0.0346025,0.002455,-2.330496004,-1.945242872,-2.161997405,-3.363829345,-6.009628518,-0.429093205,-0.514074625,-0.462535245,-0.297280241,-0.166399636,10.2830407,6.995330617,8.688474738,28.89964598,407.3319756,0.680278414,0.844932447,2.810418322,39.61201629,1.469986375,1.242039185,4.131276642,58.22912424,1.183526569,0.805127577,3.326204754,46.88187373,0.355818916,0.242055928,0.300642947,14.09470468,0.025244865,0.017173537,0.021330205,0.070948631,-0.190278934,-0.084050532,0.475123246,0.950753492,0.107954931,0.610233449,0.966232828,0.53770103,0.95823054,0.867503204
19.1,0.112455,0.160195,0.12978,0.03991,0.001245,-2.185202137,-1.831363456,-2.04191457,-3.22112836,-6.688619749,-0.457623569,-0.546041255,-0.489736454,-0.310450218,-0.149507677,8.892445867,6.242392085,7.705347511,25.05637685,803.2128514,0.701988202,0.866504854,2.817714858,90.3253012,1.424525366,1.234358145,4.013906289,128.6706827,1.154061625,0.810137645,3.251816587,104.2409639,0.354897515,0.249133868,0.307520419,32.0562249,0.011071095,0.007771778,0.009593158,0.031195189,-0.175096277,-0.071521456,0.476126407,0.978100264,0.104888352,0.601109418,0.984576313,0.529612823,0.980995993,0.939497023
14.9,0.137205,0.1858525,0.1603875,0.0442275,0.0011625,-1.986279121,-1.682801931,-1.830162517,-3.118408511,-6.757182421,-0.503453915,-0.594247001,-0.546399563,-0.320676395,-0.147990677,7.288364127,5.380610968,6.234899852,22.61036685,860.2150538,0.738246728,0.855459434,3.102255384,118.0258065,1.354560694,1.158771725,4.202193206,159.8731183,1.168962501,0.862982742,3.626420214,137.9677419,0.322346124,0.237970972,0.275754033,38.04516129,0.008472723,0.00625496,0.007248071,0.026284551,-0.150584648,-0.077900149,0.512463313,0.983196921,0.07354725,0.615546766,0.987567842,0.567700315,0.985608171,0.948777264
10,0.1192475,0.1654475,0.117515,0.0231075,0.001685,-2.126554114,-1.799101355,-2.141189294,-3.767598039,-6.385989715,-0.470244323,-0.555833054,-0.46703017,-0.265421096,-0.156592798,8.38592004,6.044213421,8.509551972,43.27599264,593.4718101,0.72075734,1.014742799,5.160553933,70.77002967,1.387429506,1.4078841,7.159904793,98.1884273,0.985471394,0.71028574,5.085578275,69.74183976,0.193777647,0.139666662,0.196634472,13.71364985,0.014130275,0.0101845,0.014338595,0.072920048,-0.16227893,0.007317459,0.675353869,0.972133215,0.169395238,0.754899101,0.979836357,0.671354157,0.971728188,0.864071796
6.6,0.130385,0.176145,0.130275,0.0511025,0.0243725,-2.037263667,-1.736447759,-2.038107678,-2.973921859,-3.714299831,-0.490854481,-0.57588833,-0.490651211,-0.336256313,-0.269229746,7.669593895,5.677140992,7.676069852,19.56851426,41.02984922,0.740214028,1.000844368,2.551440732,5.34967689,1.350960617,1.352101324,3.446895944,7.22720279,0.999156345,0.739589543,2.549288195,5.345163607,0.391935422,0.290116098,0.39226636,2.09672787,0.186927177,0.138366119,0.187085012,0.476933614,-0.14928392,0.000422006,0.436848268,0.685023343,0.149696495,0.550248078,0.756904011,0.436506733,0.684799302,0.354157006
0.9,0.1652,0.2052675,0.1564825,0.0602325,0.0279475,-1.800598418,-1.583441272,-1.854811096,-2.809543205,-3.577427529,-0.55537092,-0.631535894,-0.539138461,-0.355929746,-0.27953047,6.053268765,4.871691817,6.390490949,16.60233263,35.78137579,0.804803488,1.055709105,2.74270535,5.911083281,1.242539346,1.311760101,3.407919313,7.344753556,0.94723063,0.762334515,2.597974515,5.599159138,0.364603511,0.293434177,0.384915246,2.155201718,0.169173729,0.136151607,0.178598246,0.463993691,-0.108153887,0.027099702,0.465627183,0.710609767,0.134858328,0.546271186,0.760328452,0.444131694,0.696931085,0.366126106
0.9,0.13891,0.1783175,0.1204025,0.0355375,0.0155725,-1.973929038,-1.72418961,-2.116914982,-3.337166802,-4.162248741,-0.506603825,-0.579982616,-0.472385527,-0.299655384,-0.240254743,7.198905766,5.60797454,8.305475385,28.13928948,64.21576497,0.779003743,1.153713586,3.908828702,8.920211912,1.283690879,1.481011607,5.017727752,11.45079467,0.866766252,0.675214155,3.388040802,7.731738642,0.255831114,0.199293395,0.295155831,2.282067748,0.11210496,0.087330184,0.129337015,0.438199085,-0.124224728,0.071371415,0.592570831,0.798391404,0.193877209,0.66764864,0.839367683,0.544215724,0.770950542,0.390628057
2.7,0.035895,0.07995,0.05234,0.0202475,0.0039125,-3.327157269,-2.52635384,-2.949994382,-3.89972395,-5.543578723,-0.300556878,-0.395827372,-0.338983696,-0.256428407,-0.180388888,27.85903329,12.50781739,19.10584639,49.38881343,255.5910543,0.448968105,0.685804356,1.772811458,9.174440895,2.227329712,1.527512419,3.948635634,20.43450479,1.458141802,0.654659162,2.585010495,13.37763578,0.564075777,0.253252033,0.386845625,5.175079872,0.108998468,0.048936836,0.074751624,0.193233733,-0.380292632,-0.186377288,0.278710424,0.803429002,0.208708141,0.5958482,0.906692503,0.442121577,0.860895071,0.67611755
3.1,0.0916375,0.127745,0.0819025,0.01956,0.00339,-2.389914702,-2.05771919,-2.502225764,-3.934268614,-5.686925358,-0.418424975,-0.48597496,-0.399644195,-0.254176849,-0.175841942,10.91256309,7.828095033,12.20963951,51.12474438,294.9852507,0.717347059,1.118860841,4.684943763,27.03171091,1.394025372,1.559720399,6.53093047,37.68289086,0.893766198,0.641140553,4.187244376,24.1600295,0.213449734,0.153117539,0.238820549,5.769911504,0.036993589,0.026537242,0.041390678,0.173312883,-0.164586966,0.056096577,0.64819353,0.928652232,0.218664663,0.734428567,0.948297556,0.614438832,0.920508837,0.704575163
5.2,0.1125925,0.1491125,0.0854775,0.017855,0.001905,-2.183980173,-1.903054224,-2.459502096,-4.025471698,-6.26327327,-0.457879615,-0.525471102,-0.406586358,-0.248418092,-0.159660924,8.881586251,6.70634588,11.69898511,56.00672081,524.9343832,0.755084248,1.317217981,6.305936712,59.10367454,1.32435553,1.744464918,8.351302156,78.27427822,0.759175789,0.57324168,4.787314478,44.87007874,0.158580723,0.119741806,0.208885379,9.372703412,0.016919422,0.012775589,0.022286567,0.106692803,-0.139546436,0.136896047,0.726250024,0.966724164,0.271260497,0.786126042,0.974771136,0.654416568,0.956398592,0.807186235
3.6,0.118175,0.151835,0.1052225,0.02011,0.002125,-2.135588702,-1.884960874,-2.251678123,-3.906538075,-6.153983477,-0.468254959,-0.53051499,-0.44411321,-0.255981122,-0.162496374,8.462026655,6.58609675,9.503670793,49.72650423,470.5882353,0.778311983,1.123096296,5.876429637,55.61176471,1.284831817,1.442989855,7.550223769,71.45176471,0.8903956,0.693005565,5.232347091,49.51647059,0.170171356,0.132446406,0.19111882,9.463529412,0.017981807,0.013995456,0.0201953,0.105668821,-0.12466205,0.05797961,0.70915139,0.964671654,0.181331025,0.766087993,0.972395427,0.679093611,0.960408952,0.808859906
1.2,0.115755,0.14859,0.0882,0.028635,0.0124375,-2.15627939,-1.906564444,-2.428148316,-3.553125533,-4.387039176,-0.463761795,-0.524503645,-0.411836457,-0.28144235,-0.227944169,8.638935683,6.72992799,11.33786848,34.92229789,80.40201005,0.779022814,1.312414966,4.042430592,9.306934673,1.283659453,1.684693878,5.189104243,11.94693467,0.761954127,0.593579649,3.080146674,7.091457286,0.247375923,0.192711488,0.324659864,2.302311558,0.107446763,0.083703479,0.141014739,0.43434608,-0.124212677,0.135103332,0.603365884,0.805955887,0.255036108,0.67685146,0.84552328,0.509821543,0.752825736,0.394363625
9.9,0.1067625,0.1411925,0.0844325,0.03925,0.0255,-2.237148538,-1.957631071,-2.47180288,-3.237803835,-3.669076827,-0.446997588,-0.510821479,-0.404563005,-0.308851324,-0.272548122,9.366584709,7.082529171,11.84378053,25.47770701,39.21568627,0.756148521,1.264471619,2.720063694,4.186764706,1.322491512,1.672252983,3.597261146,5.536960784,0.790844163,0.597995644,2.151146497,3.311078431,0.36763845,0.27798927,0.464868386,1.539215686,0.23884791,0.180604494,0.302016404,0.649681529,-0.138855841,0.116791757,0.462374797,0.614403176,0.251567867,0.564958366,0.694047423,0.365310371,0.536078958,0.212355212
14,0.0843775,0.1292025,0.09964,0.047335,0.0195875,-2.472454501,-2.046374338,-2.306191589,-3.050505299,-3.932863671,-0.404456381,-0.488669146,-0.433615318,-0.327814543,-0.254267649,11.8515007,7.739788317,10.03613007,21.12601669,51.05296745,0.653063989,0.846823565,1.782560473,4.307721761,1.531243519,1.296693095,2.729534171,6.596171027,1.180883529,0.771192508,2.104996303,5.086917677,0.560990785,0.36636288,0.475060217,2.416592214,0.23214127,0.151603104,0.196582698,0.413805852,-0.20987452,-0.082940481,0.281237544,0.623190497,0.129182735,0.463739999,0.736709456,0.35587685,0.671426475,0.41462139
10.8,0.140835,0.18181,0.1215025,0.03001,0.00482,-1.960166287,-1.704793093,-2.10782044,-3.50622462,-5.334981351,-0.5101608,-0.586581447,-0.474423713,-0.285207056,-0.18744208,7.100507686,5.500247511,8.230283328,33.32222592,207.4688797,0.774627358,1.159111952,4.692935688,29.21887967,1.290943302,1.496347812,6.058313895,37.71991701,0.862729435,0.668293823,4.048733755,25.20798755,0.213086236,0.165062428,0.246990803,6.226141079,0.034224447,0.026511193,0.039669966,0.160613129,-0.126997164,0.073693239,0.648687407,0.93381621,0.19882959,0.716646209,0.948346997,0.603861068,0.923687387,0.723227103
5.2,0.0952125,0.122795,0.065815,0.02583,0.0040775,-2.351644043,-2.097238981,-2.720907503,-3.656218672,-5.502271223,-0.425234424,-0.476817382,-0.367524438,-0.273506617,-0.181743131,10.50282263,8.143654058,15.19410469,38.71467286,245.2483139,0.775377662,1.446668693,3.68612079,23.35070509,1.289694105,1.865760085,4.753968254,30.11526671,0.691243272,0.535974592,2.548006194,16.14101778,0.271287909,0.210350584,0.392463724,6.334763948,0.042825259,0.033205749,0.061953962,0.157859079,-0.126520877,0.182561985,0.573207758,0.917866855,0.302104872,0.652413793,0.935722871,0.436303126,0.883320814,0.727325922
5.8,0.0764575,0.1212,0.08578,0.069555,0.0057275,-2.571020248,-2.110313205,-2.4559694,-2.665637472,-5.162476144,-0.388950651,-0.47386331,-0.407171197,-0.375144786,-0.193705496,13.07916163,8.250825083,11.65772907,14.37711164,174.5962462,0.630837459,0.891320821,1.099238013,13.34919249,1.585194389,1.412916764,1.742505931,21.16106504,1.121930484,0.707755776,1.233268636,14.976866,0.909721087,0.573886139,0.810853346,12.1440419,0.074910898,0.047256601,0.066769643,0.082344907,-0.226363786,-0.057462054,0.04727335,0.860619334,0.171127645,0.270739954,0.90975163,0.104451669,0.874819004,0.847839803
97.2,0.0874575,0.1291475,0.09964,0.0541275,0.0079825,-2.436602318,-2.046800117,-2.306191589,-2.916412904,-4.830503633,-0.410407555,-0.488567492,-0.433615318,-0.342886975,-0.207017751,11.43412515,7.743084458,10.03613007,18.47489723,125.274037,0.677190809,0.877734845,1.615768325,10.95615409,1.476688677,1.296141108,2.38598679,16.17882869,1.13929623,0.771520935,1.84083876,12.48230504,0.618900609,0.419113804,0.54323063,6.780770435,0.091272904,0.061809172,0.080113408,0.147475867,-0.192470165,-0.065113109,0.235406293,0.832722129,0.128973392,0.409330241,0.883577627,0.295982571,0.851657414,0.742956046
51,0.07654,0.1181475,0.1001625,0.043925,0.0023725,-2.569941799,-2.135821435,-2.300961412,-3.125271645,-6.043811027,-0.38911387,-0.468203935,-0.434600943,-0.319972186,-0.165458515,13.06506402,8.463996276,9.983776363,22.76607854,421.4963119,0.647834275,0.764158243,1.742515652,32.26132771,1.543604651,1.179558218,2.689755265,49.79873551,1.308629475,0.847775027,2.280307342,42.21812434,0.573882937,0.371781036,0.438537377,18.5142255,0.030996864,0.020080831,0.023686509,0.054012521,-0.213714286,-0.133685149,0.270742539,0.939870109,0.08238285,0.45795863,0.960628941,0.390301032,0.953723119,0.897510665
119.7,0.072965,0.109375,0.0787125,0.039085,0.0029225,-2.617775405,-2.212972934,-2.541953305,-3.242016517,-5.835315865,-0.382003742,-0.451880809,-0.393398257,-0.308450002,-0.171370329,13.70520112,9.142857143,12.70446244,25.58526289,342.1727973,0.667108571,0.926981102,1.866828707,24.96663815,1.499006373,1.38955058,2.798388128,37.4251497,1.078770643,0.719657143,2.013880005,26.9332763,0.535667786,0.357348571,0.496553915,13.37382378,0.04005345,0.02672,0.037128791,0.074772931,-0.199681913,-0.037892898,0.302365016,0.922978093,0.163022529,0.473460865,0.947950756,0.336403574,0.928400808,0.86085818
